200101	N-	----NSM-	Ἰάκωβος	Ἰάκωβος		I)a/kwboj
200111	RA	----DPF-	ταῖς	ὁ		o(
200111	N-	----DPF-	πορείαις	πορεία		porei/a
200111	RP	----GSM-	αὐτοῦ	αὐτός		au)to/j
200111	V-	3FPI-S--	μαρανθήσεται	μαραίνομαι	.	marai/nomai
200112	A-	----NSM-	Μακάριος	μακάριος		maka/rioj
200112	N-	----NSM-	ἀνὴρ	ἀνήρ		a)nh/r
200112	RR	----NSM-	ὃς	ὅς		o(/j
200112	V-	3PAI-S--	ὑπομένει	ὑπομένω		u(pome/nw
200112	N-	----ASM-	πειρασμόν	πειρασμός	,	peirasmo/j
200112	C-	--------	ὅτι	ὅτι		o(/ti
200112	A-	----NSM-	δόκιμος	δόκιμος		do/kimoj
200112	V-	-AMPNSM-	γενόμενος	γίνομαι		gi/nomai
200112	V-	3FMI-S--	λήμψεται	λαμβάνω		lamba/nw
200112	RA	----ASM-	τὸν	ὁ		o(
200112	N-	----ASM-	στέφανον	στέφανος		ste/fanoj
200112	RA	----GSF-	τῆς	ὁ		o(
200112	N-	----GSF-	ζωῆς	ζωή	,	zwh/
200112	RR	----ASM-	ὃν	ὅς		o(/j
200112	V-	3AMI-S--	ἐπηγγείλατο	ἐπαγγέλλομαι		e)pagge/llomai
200112	RA	----DPM-	τοῖς	ὁ		o(
200112	V-	-PAPDPM-	ἀγαπῶσιν	ἀγαπάω		a)gapa/w
200112	RP	----ASM-	αὐτόν	αὐτός	.	au)to/j
200113	A-	----NSM-	μηδεὶς	μηδείς		mhdei/j
200113	V-	-PPPNSM-	πειραζόμενος	πειράζω		peira/zw
200113	V-	3PAD-S--	λεγέτω	λέγω		le/gw
200113	C-	--------	ὅτι	ὅτι		o(/ti
200113	P-	--------	Ἀπὸ	ἀπό		a)po/
200113	N-	----GSM-	θεοῦ	θεός		qeo/j
200113	V-	1PPI-S--	πειράζομαι	πειράζω	·	peira/zw
200113	RA	----NSM-	ὁ	ὁ		o(
200113	C-	--------	γὰρ	γάρ		ga/r
200113	N-	----NSM-	θεὸς	θεός		qeo/j
200113	A-	----NSM-	ἀπείραστός	ἀπείραστος		a)pei/rastoj
200113	V-	3PAI-S--	ἐστιν	εἰμί		ei)mi/
200113	A-	----GPN-	κακῶν	κακός	,	kako/j
200113	V-	3PAI-S--	πειράζει	πειράζω		peira/zw
200113	C-	--------	δὲ	δέ		de/
200113	RP	----NSM-	αὐτὸς	αὐτός		au)to/j
200113	A-	----ASM-	οὐδένα	οὐδείς	.	ou)dei/j
200114	A-	----NSM-	ἕκαστος	ἕκαστος		e(/kastoj
200114	C-	--------	δὲ	δέ		de/
200114	V-	3PPI-S--	πειράζεται	πειράζω		peira/zw
200114	P-	--------	ὑπὸ	ὑπό		u(po/
200114	RA	----GSF-	τῆς	ὁ		o(
200114	A-	----GSF-	ἰδίας	ἴδιος		i)/dioj
200114	N-	----GSF-	ἐπιθυμίας	ἐπιθυμία		e)piqumi/a
200114	V-	-PPPNSM-	ἐξελκόμενος	ἐξέλκω		e)ce/lkw
200114	C-	--------	καὶ	καί		kai/
200114	V-	-PPPNSM-	δελεαζόμενος	δελεάζω	·	delea/zw
200115	D-	--------	εἶτα	εἶτα		ei)=ta
200115	RA	----NSF-	ἡ	ὁ		o(
200115	N-	----NSF-	ἐπιθυμία	ἐπιθυμία		e)piqumi/a
200115	V-	-AAPNSF-	συλλαβοῦσα	συλλαμβάνω		sullamba/nw
200115	V-	3PAI-S--	τίκτει	τίκτω		ti/ktw
200115	N-	----ASF-	ἁμαρτίαν	ἁμαρτία	,	a(marti/a
200115	RA	----NSF-	ἡ	ὁ		o(
200115	C-	--------	δὲ	δέ		de/
200115	N-	----NSF-	ἁμαρτία	ἁμαρτία		a(marti/a
200115	V-	-APPNSF-	ἀποτελεσθεῖσα	ἀποτελέω		a)potele/w
200115	V-	3PAI-S--	ἀποκύει	ἀποκυέω		a)pokue/w
200115	N-	----ASM-	θάνατον	θάνατος	.	qa/natoj
200116	D-	--------	μὴ	μή		mh/
200116	V-	2PPD-P--	πλανᾶσθε	πλανάω	,	plana/w
200116	N-	----VPM-	ἀδελφοί	ἀδελφός		a)delfo/j
200116	RP	----GS--	μου	ἐγώ		e)gw/
200116	A-	----VPM-	ἀγαπητοί	ἀγαπητός	.	a)gaphto/j
200117	A-	----NSF-	Πᾶσα	πᾶς		pa=j
200117	N-	----NSF-	δόσις	δόσις		do/sij
200117	A-	----NSF-	ἀγαθὴ	ἀγαθός		a)gaqo/j
200117	C-	--------	καὶ	καί		kai/
200117	A-	----NSN-	πᾶν	πᾶς		pa=j
200117	N-	----NSN-	δώρημα	δώρημα		dw/rhma
200117	A-	----NSN-	τέλειον	τέλειος		te/leioj
200117	D-	--------	ἄνωθέν	ἄνωθεν		a)/nwqen
200117	V-	3PAI-S--	ἐστιν	εἰμί	,	ei)mi/
200117	V-	-PAPNSN-	καταβαῖνον	καταβαίνω		katabai/nw
200117	P-	--------	ἀπὸ	ἀπό		a)po/
200117	RA	----GSM-	τοῦ	ὁ		o(
200117	N-	----GSM-	πατρὸς	πατήρ		path/r
200117	RA	----GPN-	τῶν	ὁ		o(
200117	N-	----GPN-	φώτων	φῶς	,	fw=j
200117	P-	--------	παρ	παρά		para/
200117	RR	----DSM-	ᾧ	ὅς		o(/j
200117	D-	--------	οὐκ	οὐ		ou)
200117	V-	3PAI-S--	ἔνι	ἔνι		e)/ni
200117	N-	----NSF-	παραλλαγὴ	παραλλαγή		parallagh/
200117	C-	--------	ἢ	ἤ		h)/
200117	N-	----GSF-	τροπῆς	τροπή		troph/
200117	N-	----NSN-	ἀποσκίασμα	ἀποσκίασμα	.	a)poski/asma
200118	V-	-APPNSM-	βουληθεὶς	βούλομαι		bou/lomai
200118	V-	3AAI-S--	ἀπεκύησεν	ἀποκυέω		a)pokue/w
200118	RP	----AP--	ἡμᾶς	ἐγώ		e)gw/
200118	N-	----DSM-	λόγῳ	λόγος		lo/goj
200118	N-	----GSF-	ἀληθείας	ἀλήθεια	,	a)lh/qeia
200118	P-	--------	εἰς	εἰς		ei)j
200118	RA	----ASN-	τὸ	ὁ		o(
200118	V-	-PAN----	εἶναι	εἰμί		ei)mi/
200118	RP	----AP--	ἡμᾶς	ἐγώ		e)gw/
200118	N-	----ASF-	ἀπαρχήν	ἀπαρχή		a)parxh/
200118	RI	----ASF-	τινα	τις		tij
200118	RA	----GPN-	τῶν	ὁ		o(
200118	RP	----GSM-	αὐτοῦ	αὐτός		au)to/j
200118	N-	----GPN-	κτισμάτων	κτίσμα	.	kti/sma
200119	V-	2XAD-P--	Ἴστε	οἶδα	,	oi)=da
200119	N-	----VPM-	ἀδελφοί	ἀδελφός		a)delfo/j
200119	RP	----GS--	μου	ἐγώ		e)gw/
200119	A-	----VPM-	ἀγαπητοί	ἀγαπητός	.	a)gaphto/j
200119	V-	3PAD-S--	ἔστω	εἰμί		ei)mi/
200119	C-	--------	δὲ	δέ		de/
200119	A-	----NSM-	πᾶς	πᾶς		pa=j
200119	N-	----NSM-	ἄνθρωπος	ἄνθρωπος		a)/nqrwpoj
200119	A-	----NSM-	ταχὺς	ταχύς		taxu/j
200119	P-	--------	εἰς	εἰς		ei)j
200119	RA	----ASN-	τὸ	ὁ		o(
200119	V-	-AAN----	ἀκοῦσαι	ἀκούω	,	a)kou/w
200119	A-	----NSM-	βραδὺς	βραδύς		bradu/j
200119	P-	--------	εἰς	εἰς		ei)j
200119	RA	----ASN-	τὸ	ὁ		o(
200119	V-	-AAN----	λαλῆσαι	λαλέω	,	lale/w
200119	A-	----NSM-	βραδὺς	βραδύς		bradu/j
200119	P-	--------	εἰς	εἰς		ei)j
200119	N-	----ASF-	ὀργήν	ὀργή	,	o)rgh/
200120	N-	----NSF-	ὀργὴ	ὀργή		o)rgh/
200120	C-	--------	γὰρ	γάρ		ga/r
200120	N-	----GSM-	ἀνδρὸς	ἀνήρ		a)nh/r
200120	N-	----ASF-	δικαιοσύνην	δικαιοσύνη		dikaiosu/nh
200120	N-	----GSM-	θεοῦ	θεός		qeo/j
200120	D-	--------	οὐκ	οὐ		ou)
200120	V-	3PMI-S--	ἐργάζεται	ἐργάζομαι	.	e)rga/zomai
200121	C-	--------	διὸ	διό		dio/
200121	V-	-AMPNPM-	ἀποθέμενοι	ἀποτίθημι		a)poti/qhmi
200121	A-	----ASF-	πᾶσαν	πᾶς		pa=j
200121	N-	----ASF-	ῥυπαρίαν	ῥυπαρία		r(upari/a
200121	C-	--------	καὶ	καί		kai/
200121	N-	----ASF-	περισσείαν	περισσεία		perissei/a
200121	N-	----GSF-	κακίας	κακία		kaki/a
200121	P-	--------	ἐν	ἐν		e)n
200121	N-	----DSF-	πραΰτητι	πραΰτης		prau/:thj
200121	V-	2AMD-P--	δέξασθε	δέχομαι		de/xomai
200121	RA	----ASM-	τὸν	ὁ		o(
200121	A-	----ASM-	ἔμφυτον	ἔμφυτος		e)/mfutoj
200121	N-	----ASM-	λόγον	λόγος		lo/goj
200121	RA	----ASM-	τὸν	ὁ		o(
200121	V-	-PMPASM-	δυνάμενον	δύναμαι		du/namai
200121	V-	-AAN----	σῶσαι	σῴζω		sw/|zw
200121	RA	----APF-	τὰς	ὁ		o(
200121	N-	----APF-	ψυχὰς	ψυχή		yuxh/
200121	RP	----GP--	ὑμῶν	σύ	.	su/
200122	V-	2PMD-P--	Γίνεσθε	γίνομαι		gi/nomai
200122	C-	--------	δὲ	δέ		de/
200122	N-	----NPM-	ποιηταὶ	ποιητής		poihth/j
200122	N-	----GSM-	λόγου	λόγος		lo/goj
200122	C-	--------	καὶ	καί		kai/
200122	D-	--------	μὴ	μή		mh/
200122	N-	----NPM-	ἀκροαταὶ	ἀκροατής		a)kroath/j
200122	A-	----ASN-	μόνον	μόνος		mo/noj
200122	V-	-PMPNPM-	παραλογιζόμενοι	παραλογίζομαι		paralogi/zomai
200122	RP	----APM-	ἑαυτούς	ἑαυτοῦ	.	e(autou=
200123	C-	--------	ὅτι	ὅτι		o(/ti
200123	C-	--------	εἴ	εἰ		ei)
200123	RI	----NSM-	τις	τις		tij
200123	N-	----NSM-	ἀκροατὴς	ἀκροατής		a)kroath/j
200123	N-	----GSM-	λόγου	λόγος		lo/goj
200123	V-	3PAI-S--	ἐστὶν	εἰμί		ei)mi/
200123	C-	--------	καὶ	καί		kai/
200123	D-	--------	οὐ	οὐ		ou)
200123	N-	----NSM-	ποιητής	ποιητής	,	poihth/j
200123	RD	----NSM-	οὗτος	οὗτος		ou(=toj
200123	V-	3XAI-S--	ἔοικεν	ἔοικα		e)/oika
200123	N-	----DSM-	ἀνδρὶ	ἀνήρ		a)nh/r
200123	V-	-PAPDSM-	κατανοοῦντι	κατανοέω		katanoe/w
200123	RA	----ASN-	τὸ	ὁ		o(
200123	N-	----ASN-	πρόσωπον	πρόσωπον		pro/swpon
200123	RA	----GSF-	τῆς	ὁ		o(
200123	N-	----GSF-	γενέσεως	γένεσις		ge/nesij
200123	RP	----GSM-	αὐτοῦ	αὐτός		au)to/j
200123	P-	--------	ἐν	ἐν		e)n
200123	N-	----DSN-	ἐσόπτρῳ	ἔσοπτρον	,	e)/soptron
200124	V-	3AAI-S--	κατενόησεν	κατανοέω		katanoe/w
200124	C-	--------	γὰρ	γάρ		ga/r
200124	RP	----ASM-	ἑαυτὸν	ἑαυτοῦ		e(autou=
200124	C-	--------	καὶ	καί		kai/
200124	V-	3XAI-S--	ἀπελήλυθεν	ἀπέρχομαι		a)pe/rxomai
200124	C-	--------	καὶ	καί		kai/
200124	D-	--------	εὐθέως	εὐθέως		eu)qe/wj
200124	V-	3AMI-S--	ἐπελάθετο	ἐπιλανθάνομαι		e)pilanqa/nomai
200124	RI	----NSM-	ὁποῖος	ὁποῖος		o(poi=oj
200124	V-	3IAI-S--	ἦν	εἰμί	.	ei)mi/
200125	RA	----NSM-	ὁ	ὁ		o(
200125	C-	--------	δὲ	δέ		de/
200125	V-	-AAPNSM-	παρακύψας	παρακύπτω		paraku/ptw
200125	P-	--------	εἰς	εἰς		ei)j
200125	N-	----ASM-	νόμον	νόμος		no/moj
200125	A-	----ASM-	τέλειον	τέλειος		te/leioj
200125	RA	----ASM-	τὸν	ὁ		o(
200125	RA	----GSF-	τῆς	ὁ		o(
200125	N-	----GSF-	ἐλευθερίας	ἐλευθερία		e)leuqeri/a
200125	C-	--------	καὶ	καί		kai/
200125	V-	-AAPNSM-	παραμείνας	παραμένω	,	parame/nw
200125	D-	--------	οὐκ	οὐ		ou)
200125	N-	----NSM-	ἀκροατὴς	ἀκροατής		a)kroath/j
200125	N-	----GSF-	ἐπιλησμονῆς	ἐπιλησμονή		e)pilhsmonh/
200125	V-	-AMPNSM-	γενόμενος	γίνομαι		gi/nomai
200125	C-	--------	ἀλλὰ	ἀλλά		a)lla/
200125	N-	----NSM-	ποιητὴς	ποιητής		poihth/j
200125	N-	----GSN-	ἔργου	ἔργον	,	e)/rgon
200125	RD	----NSM-	οὗτος	οὗτος		ou(=toj
200125	A-	----NSM-	μακάριος	μακάριος		maka/rioj
200125	P-	--------	ἐν	ἐν		e)n
200125	RA	----DSF-	τῇ	ὁ		o(
200125	N-	----DSF-	ποιήσει	ποίησις		poi/hsij
200125	RP	----GSM-	αὐτοῦ	αὐτός		au)to/j
200125	V-	3FMI-S--	ἔσται	εἰμί	.	ei)mi/
200126	C-	--------	Εἴ	εἰ		ei)
200126	RI	----NSM-	τις	τις		tij
200126	V-	3PAI-S--	δοκεῖ	δοκέω		doke/w
200126	A-	----NSM-	θρησκὸς	θρησκός		qrhsko/j
200126	V-	-PAN----	εἶναι	εἰμί		ei)mi/
200126	D-	--------	μὴ	μή		mh/
200126	V-	-PAPNSM-	χαλιναγωγῶν	χαλιναγωγέω		xalinagwge/w
200126	N-	----ASF-	γλῶσσαν	γλῶσσα		glw=ssa
200126	RP	----GSM-	αὐτοῦ	αὐτός		au)to/j
200126	C-	--------	ἀλλὰ	ἀλλά		a)lla/
200126	V-	-PAPNSM-	ἀπατῶν	ἀπατάω		a)pata/w
200126	N-	----ASF-	καρδίαν	καρδία		kardi/a
200126	RP	----GSM-	αὐτοῦ	αὐτός	,	au)to/j
200126	RD	----GSM-	τούτου	οὗτος		ou(=toj
200126	A-	----NSF-	μάταιος	μάταιος		ma/taioj
200126	RA	----NSF-	ἡ	ὁ		o(
200126	N-	----NSF-	θρησκεία	θρησκεία	.	qrhskei/a
200127	N-	----NSF-	θρησκεία	θρησκεία		qrhskei/a
200127	A-	----NSF-	καθαρὰ	καθαρός		kaqaro/j
200127	C-	--------	καὶ	καί		kai/
200127	A-	----NSF-	ἀμίαντος	ἀμίαντος		a)mi/antoj
200127	P-	--------	παρὰ	παρά		para/
200127	RA	----DSM-	τῷ	ὁ		o(
200127	N-	----DSM-	θεῷ	θεός		qeo/j
200127	C-	--------	καὶ	καί		kai/
200127	N-	----DSM-	πατρὶ	πατήρ		path/r
200127	RD	----NSF-	αὕτη	οὗτος		ou(=toj
200127	V-	3PAI-S--	ἐστίν	εἰμί	,	ei)mi/
200127	V-	-PMN----	ἐπισκέπτεσθαι	ἐπισκέπτομαι		e)piske/ptomai
200127	A-	----APM-	ὀρφανοὺς	ὀρφανός		o)rfano/j
200127	C-	--------	καὶ	καί		kai/
200127	A-	----APF-	χήρας	χήρα		xh/ra
200127	P-	--------	ἐν	ἐν		e)n
200127	RA	----DSF-	τῇ	ὁ		o(
200127	N-	----DSF-	θλίψει	θλῖψις		qli=yij
200127	RP	----GPM-	αὐτῶν	αὐτός	,	au)to/j
200127	A-	----ASM-	ἄσπιλον	ἄσπιλος		a)/spiloj
200127	RP	----ASM-	ἑαυτὸν	ἑαυτοῦ		e(autou=
200127	V-	-PAN----	τηρεῖν	τηρέω		thre/w
200127	P-	--------	ἀπὸ	ἀπό		a)po/
200127	RA	----GSM-	τοῦ	ὁ		o(
200127	N-	----GSM-	κόσμου	κόσμος	.	ko/smoj
200201	N-	----VPM-	Ἀδελφοί	ἀδελφός		a)delfo/j
200201	RP	----GS--	μου	ἐγώ	,	e)gw/
200201	D-	--------	μὴ	μή		mh/
200201	P-	--------	ἐν	ἐν		e)n
200201	N-	----DPF-	προσωπολημψίαις	προσωπολημψία		proswpolhmyi/a
200201	V-	2PAD-P--	ἔχετε	ἔχω		e)/xw
200201	RA	----ASF-	τὴν	ὁ		o(
200201	N-	----ASF-	πίστιν	πίστις		pi/stij
200201	RA	----GSM-	τοῦ	ὁ		o(
200201	N-	----GSM-	κυρίου	κύριος		ku/rioj
200201	RP	----GP--	ἡμῶν	ἐγώ		e)gw/
200201	N-	----GSM-	Ἰησοῦ	Ἰησοῦς		I)hsou=j
200201	N-	----GSM-	Χριστοῦ	Χριστός		Xristo/j
200201	RA	----GSF-	τῆς	ὁ		o(
200201	N-	----GSF-	δόξης	δόξα	;	do/ca
200202	C-	--------	ἐὰν	ἐάν		e)a/n
200202	C-	--------	γὰρ	γάρ		ga/r
200202	V-	3AAS-S--	εἰσέλθῃ	εἰσέρχομαι		ei)se/rxomai
200202	P-	--------	εἰς	εἰς		ei)j
200202	N-	----ASF-	συναγωγὴν	συναγωγή		sunagwgh/
200202	RP	----GP--	ὑμῶν	σύ		su/
200202	N-	----NSM-	ἀνὴρ	ἀνήρ		a)nh/r
200202	A-	----NSM-	χρυσοδακτύλιος	χρυσοδακτύλιος		xrusodaktu/lioj
200202	P-	--------	ἐν	ἐν		e)n
200202	N-	----DSF-	ἐσθῆτι	ἐσθής		e)sqh/j
200202	A-	----DSF-	λαμπρᾷ	λαμπρός	,	lampro/j
200202	V-	3AAS-S--	εἰσέλθῃ	εἰσέρχομαι		ei)se/rxomai
200202	C-	--------	δὲ	δέ		de/
200202	D-	--------	καὶ	καί		kai/
200202	A-	----NSM-	πτωχὸς	πτωχός		ptwxo/j
200202	P-	--------	ἐν	ἐν		e)n
200202	A-	----DSF-	ῥυπαρᾷ	ῥυπαρός		r(uparo/j
200202	N-	----DSF-	ἐσθῆτι	ἐσθής	,	e)sqh/j
200203	V-	2AAS-P--	ἐπιβλέψητε	ἐπιβλέπω		e)pible/pw
200203	C-	--------	δὲ	δέ		de/
200203	P-	--------	ἐπὶ	ἐπί		e)pi/
200203	RA	----ASM-	τὸν	ὁ		o(
200203	V-	-PAPASM-	φοροῦντα	φορέω		fore/w
200203	RA	----ASF-	τὴν	ὁ		o(
200203	N-	----ASF-	ἐσθῆτα	ἐσθής		e)sqh/j
200203	RA	----ASF-	τὴν	ὁ		o(
200203	A-	----ASF-	λαμπρὰν	λαμπρός		lampro/j
