1	1	N2	NPM	9858	Λόγοι	λογοι	λογοι	λόγος	lo/goj				LO/GOI	LO/GOS
1	3	N2	GS	5442	Δαμασκοῦ	δαμασκου	δαμασκου	Δαμασκός	Damasko/j				*DAMASKOU=	*DAMASKO/S
1	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	3	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
1	3	RA	DPF	10	ταῖς	ταις	ταις	ὁ	o(				TAI=S	O(
1	3	A3	DPF	14211	τέσσαρσιν	τεσσαρσιν	τεσσαρσιν	τέσσαρες	te/ssarej				TE/SSARSIN	TE/SSARES
1	3	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
1	3	VD	FPI1S	608385	ἀποστραφήσομαι	ἀποστραφησομαι	αποστραφησομαι	ἀποστρέφω	a)postre/fw				A)POSTRAFH/SOMAI	STRE/FW          A)PO
1	3	RD	ASM	11	αὐτόν	αὐτον	αυτον	αὐτός	au)to/j			,	AU)TO/N	AU)TO/S
1	3	P		8	ἀνθ	ἀνθ	ανθ	ἀντί	a)nti/				A)NQ'	A)NTI/
1	3	RR	GPM	14	ὧν	ὡν	ων	ὅς	o(/j				W(=N	O(/S
1	3	V1I	IAI3P	894593	ἔπριζον	ἐπριζον	επριζον	πρίζω	pri/zw				E)/PRIZON	PRI/ZW
1	3	N3N	DPM	10114	πρίοσιν	πριοσιν	πριοσιν	πρίων	pri/wn				PRI/OSIN	PRI/WN
1	3	A1C	DPM	10115	σιδηροῖς	σιδηροις	σιδηροις	σιδήρεος	sidh/reoj				SIDHROI=S	SIDHROU=S
1	3	RA	APF	10	τὰς	τας	τας	ὁ	o(				TA\S	O(
1	3	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	3	N3	DSF	13698	γαστρὶ	γαστρι	γαστρι	γαστήρ	gasth/r				GASTRI\	GASTH/R
1	3	V1	PAPAPF	7218625	ἐχούσας	ἐχουσας	εχουσας	ἔχω	e)/xw				E)XOU/SAS	E)/XW
1	3	RA	GPM	10	τῶν	των	των	ὁ	o(				TW=N	O(
1	3	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	3	N	DS	5506	Γαλααδ	γαλααδ	γαλααδ	Γαλαάδ	Galaa/d			·	*GALAAD	*GALAA/D
1	4	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	4	VF2	FAI1S	600193	ἐξαποστελῶ	ἐξαποστελω	εξαποστελω	ἐξαποστέλλω	e)caposte/llw				E)CAPOSTELW=	STE/LLW          E)K   A)PO
1	4	N3	ASN	17666	πῦρ	πυρ	πυρ	πῦρ	pu=r				PU=R	PU=R
1	4	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
1	4	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
1	4	N2	ASM	9474	οἶκον	οἰκον	οικον	οἶκος	oi)=koj				OI)=KON	OI)=KOS
1	4	N	GSM	9538	Αζαηλ	αζαηλ	αζαηλ	Αζαηλ	Azahl			,	*AZAHL	*AZAHL
1	4	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	4	VF	FMI3S	637057	καταφάγεται	καταφαγεται	καταφαγεται	κατεσθίω	katesqi/w				KATAFA/GETAI	E)SQI/W          KATA
1	4	N2N	APN	18178	θεμέλια	θεμελια	θεμελια	θεμέλιος	qeme/lioj				QEME/LIA	QEME/LION
1	4	N2	GSM	9538	υἱοῦ	υἱου	υιου	υἱός	ui(o/j				UI(OU=	UI(O/S
1	4	N	GSM	9538	Αδερ	αδερ	αδερ	Αδερ	Ader			·	*ADER	*ADER
1	5	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	5	VF	FAI1S	600193	συντρίψω	συντριψω	συντριψω	συντρίβω	suntri/bw				SUNTRI/YW	TRI/BW           SUN
1	5	N2	APM	9986	μοχλοὺς	μοχλους	μοχλους	μοχλός	moxlo/j				MOXLOU\S	MOXLO/S
1	5	N2	GS	5442	Δαμασκοῦ	δαμασκου	δαμασκου	Δαμασκός	Damasko/j				*DAMASKOU=	*DAMASKO/S
1	5	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	5	VF	FAI1S	600193	ἐξολεθρεύσω	ἐξολεθρευσω	εξολεθρευσω	ἐξολοθρεύω	e)coloqreu/w				E)COLEQREU/SW	O)LEQREU/W       E)K
1	5	V2	PAPAPM	5121473	κατοικοῦντας	κατοικουντας	κατοικουντας	κατοικέω	katoike/w				KATOIKOU=NTAS	OI)KE/W          KATA
1	5	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k				E)K	E)K
1	5	N2N	GSN	17730	πεδίου	πεδιου	πεδιου	πεδίον	pedi/on				PEDI/OU	PEDI/ON
1	5	N	GS	5442	Ων	ων	ων	Ων	Wn				*WN	*WN
1	5	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	5	VF	FAI1S	600193	κατακόψω	κατακοψω	κατακοψω	κατακόπτω	katako/ptw				KATAKO/YW	KO/PTW           KATA
1	5	N1	ASF	13570	φυλὴν	φυλην	φυλην	φυλή	fulh/				FULH\N	FULH/
1	5	P		8	ἐξ	ἐξ	εξ	ἐκ	e)k				E)C	E)K
1	5	N3	GPM	10050	ἀνδρῶν	ἀνδρων	ανδρων	ἀνήρ	a)nh/r				A)NDRW=N	A)NH/R
1	5	N	GS	5442	Χαρραν	χαρραν	χαρραν	Χαρράν	Xarra/n			,	*XARRAN	*XARRAN
1	5	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	5	VC	FPI3S	641153	αἰχμαλωτευθήσεται	αἰχμαλωτευθησεται	αιχμαλωτευθησεται	αἰχμαλωτεύω	ai)xmalwteu/w				AI)XMALWTEUQH/SETAI	AI)XMALWTEU/W
1	5	N2	NSM	9346	λαὸς	λαος	λαος	λαός	lao/j				LAO\S	LAO/S
1	5	N1A	GSF	13634	Συρίας	συριας	συριας	Συρία	Suri/a				*SURI/AS	*SURI/A
1	5	A1B	NSM	9347	ἐπίκλητος	ἐπικλητος	επικλητος	ἐπίκλητος	e)pi/klhtoj			,	E)PI/KLHTOS	E)PI/KLHTOS
1	5	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
1	5	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj			.	KU/RIOS	KU/RIOS
1	6	RD	APN	11	Τάδε	ταδε	ταδε	ὅδε	o(/de				TA/DE	O(/DE
1	6	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
1	6	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
1	6	P		8	Ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
1	6	RA	DPF	10	ταῖς	ταις	ταις	ὁ	o(				TAI=S	O(
1	6	A3	DPF	14211	τρισὶν	τρισιν	τρισιν	τρεῖς	trei=j				TRISI\N	TREI=S
1	6	N1A	DPF	14210	ἀσεβείαις	ἀσεβειαις	ασεβειαις	ἀσέβεια	a)se/beia				A)SEBEI/AIS	A)SE/BEIA
1	6	N1S	GSF	13634	Γάζης	γαζης	γαζης	Γάζα	Ga/za				*GA/ZHS	*GA/ZA
1	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	6	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
1	6	RA	DPF	10	ταῖς	ταις	ταις	ὁ	o(				TAI=S	O(
1	6	A3	DPF	14211	τέσσαρσιν	τεσσαρσιν	τεσσαρσιν	τέσσαρες	te/ssarej				TE/SSARSIN	TE/SSARES
1	6	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
1	6	VD	FPI1S	608385	ἀποστραφήσομαι	ἀποστραφησομαι	αποστραφησομαι	ἀποστρέφω	a)postre/fw				A)POSTRAFH/SOMAI	STRE/FW          A)PO
1	6	RD	APM	11	αὐτούς	αὐτους	αυτους	αὐτός	au)to/j			,	AU)TOU/S	AU)TO/S
1	6	P		8	ἕνεκεν	ἑνεκεν	ενεκεν	ἕνεκα	e(/neka				E(/NEKEN	E(/NEKEN
1	6	RA	GSN	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	6	VA	AAN	306049	αἰχμαλωτεῦσαι	αἰχμαλωτευσαι	αιχμαλωτευσαι	αἰχμαλωτεύω	ai)xmalwteu/w				AI)XMALWTEU=SAI	AI)XMALWTEU/W
1	6	RD	APM	11	αὐτοὺς	αὐτους	αυτους	αὐτός	au)to/j				AU)TOU\S	AU)TO/S
1	6	N1A	ASF	13570	αἰχμαλωσίαν	αἰχμαλωσιαν	αιχμαλωσιαν	αἰχμαλωσία	ai)xmalwsi/a				AI)XMALWSI/AN	AI)XMALWSI/A
1	6	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	6	N	GSM	9538	Σαλωμων	σαλωμων	σαλωμων	Σαλωμών	Salwmw/n				*SALWMWN	*SALWMW/N
1	6	RA	GSN	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	6	VA	AAN	306049	συγκλεῖσαι	συγκλεισαι	συγκλεισαι	συγκλείω	sugklei/w				SUGKLEI=SAI	KLEI/W           SUN
1	6	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
1	6	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
1	6	N1A	ASF	13570	Ιδουμαίαν	ιδουμαιαν	ιδουμαιαν	Ἰδουμαία	I)doumai/a			·	*IDOUMAI/AN	*IDOUMAI/A
1	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	7	VF2	FAI1S	600193	ἐξαποστελῶ	ἐξαποστελω	εξαποστελω	ἐξαποστέλλω	e)caposte/llw				E)CAPOSTELW=	STE/LLW          E)K   A)PO
1	7	N3	ASN	17666	πῦρ	πυρ	πυρ	πῦρ	pu=r				PU=R	PU=R
1	7	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
1	7	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
1	7	N3E	APN	18178	τείχη	τειχη	τειχη	τεῖχος	tei=xoj				TEI/XH	TEI=XOS
1	7	N1S	GSF	13634	Γάζης	γαζης	γαζης	Γάζα	Ga/za			,	*GA/ZHS	*GA/ZA
1	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	7	VF	FMI3S	637057	καταφάγεται	καταφαγεται	καταφαγεται	κατεσθίω	katesqi/w				KATAFA/GETAI	E)SQI/W          KATA
1	7	N2N	APN	18178	θεμέλια	θεμελια	θεμελια	θεμέλιος	qeme/lioj				QEME/LIA	QEME/LION
1	7	RD	GSF	11	αὐτῆς	αὐτης	αυτης	αὐτός	au)to/j			·	AU)TH=S	AU)TO/S
1	8	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	8	VF	FAI1S	600193	ἐξολεθρεύσω	ἐξολεθρευσω	εξολεθρευσω	ἐξολοθρεύω	e)coloqreu/w				E)COLEQREU/SW	O)LEQREU/W       E)K
1	8	V2	PAPAPM	5121473	κατοικοῦντας	κατοικουντας	κατοικουντας	κατοικέω	katoike/w				KATOIKOU=NTAS	OI)KE/W          KATA
1	8	P		8	ἐξ	ἐξ	εξ	ἐκ	e)k				E)C	E)K
1	8	N2	GSM	9538	Ἀζώτου	ἀζωτου	αζωτου	Ἄζωτος	A)/zwtoj			,	*A)ZW/TOU	*A)/ZWTOS
1	8	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	8	VC	FPI3S	641153	ἐξαρθήσεται	ἐξαρθησεται	εξαρθησεται	ἐξαίρω	e)cai/rw				E)CARQH/SETAI	AI)/RW           E)K
1	8	N1	NSF	13442	φυλὴ	φυλη	φυλη	φυλή	fulh/				FULH\	FULH/
1	8	P		8	ἐξ	ἐξ	εξ	ἐκ	e)k				E)C	E)K
1	8	N3W	GSF	13634	Ἀσκαλῶνος	ἀσκαλωνος	ασκαλωνος	Ἀσκαλών	A)skalw/n			,	*A)SKALW=NOS	*A)SKALW/N
1	8	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	8	VF	FAI1S	600193	ἐπάξω	ἐπαξω	επαξω	ἐπάγω	e)pa/gw				E)PA/CW	A)/GW            E)PI
1	8	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
1	8	N3	ASF	13570	χεῖρά	χειρα	χειρα	χείρ	xei/r				XEI=RA/	XEI/R
1	8	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
1	8	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
1	8	N	AS	5378	Ακκαρων	ακκαρων	ακκαρων	Ακκαρων	Akkarwn			,	*AKKARWN	*AKKARWN
1	8	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	8	VF2	FMI3P	899201	ἀπολοῦνται	ἀπολουνται	απολουνται	ἀπόλλυμι	a)po/llumi				A)POLOU=NTAI	O)LLU/W          A)PO
1	8	RA	NPM	10	οἱ	οἱ	οι	ὁ	o(				OI(	O(
1	8	A1B	NPM	9859	κατάλοιποι	καταλοιποι	καταλοιποι	κατάλοιπος	kata/loipoj				KATA/LOIPOI	KATA/LOIPOS
1	8	RA	GPM	10	τῶν	των	των	ὁ	o(				TW=N	O(
1	8	A1B	GPM	10051	ἀλλοφύλων	ἀλλοφυλων	αλλοφυλων	ἀλλόφυλος	a)llo/fuloj			,	A)LLOFU/LWN	A)LLO/FULOS
1	8	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
1	8	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj			.	KU/RIOS	KU/RIOS
1	9	RD	APN	11	Τάδε	ταδε	ταδε	ὅδε	o(/de				TA/DE	O(/DE
1	9	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
1	9	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
1	9	P		8	Ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
1	9	RA	DPF	10	ταῖς	ταις	ταις	ὁ	o(				TAI=S	O(
1	9	A3	DPF	14211	τρισὶν	τρισιν	τρισιν	τρεῖς	trei=j				TRISI\N	TREI=S
1	9	N1A	DPF	14210	ἀσεβείαις	ἀσεβειαις	ασεβειαις	ἀσέβεια	a)se/beia				A)SEBEI/AIS	A)SE/BEIA
1	9	N2	GSF	13634	Τύρου	τυρου	τυρου	Τύρος	Tu/roj				*TU/ROU	*TU/ROS
1	9	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	9	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
1	9	RA	DPF	10	ταῖς	ταις	ταις	ὁ	o(				TAI=S	O(
1	9	A3	DPF	14211	τέσσαρσιν	τεσσαρσιν	τεσσαρσιν	τέσσαρες	te/ssarej				TE/SSARSIN	TE/SSARES
1	9	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
1	9	VD	FPI1S	608385	ἀποστραφήσομαι	ἀποστραφησομαι	αποστραφησομαι	ἀποστρέφω	a)postre/fw				A)POSTRAFH/SOMAI	STRE/FW          A)PO
1	9	RD	ASF	11	αὐτήν	αὐτην	αυτην	αὐτός	au)to/j			,	AU)TH/N	AU)TO/S
1	9	P		8	ἀνθ	ἀνθ	ανθ	ἀντί	a)nti/				A)NQ'	A)NTI/
1	9	RR	GPM	14	ὧν	ὡν	ων	ὅς	o(/j				W(=N	O(/S
1	9	VAI	AAI3P	895617	συνέκλεισαν	συνεκλεισαν	συνεκλεισαν	συγκλείω	sugklei/w				SUNE/KLEISAN	KLEI/W           SUN
1	9	N1A	ASF	13570	αἰχμαλωσίαν	αἰχμαλωσιαν	αιχμαλωσιαν	αἰχμαλωσία	ai)xmalwsi/a				AI)XMALWSI/AN	AI)XMALWSI/A
1	9	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	9	N	GSM	9538	Σαλωμων	σαλωμων	σαλωμων	Σαλωμών	Salwmw/n				*SALWMWN	*SALWMW/N
1	9	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
1	9	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
1	9	N1A	ASF	13570	Ιδουμαίαν	ιδουμαιαν	ιδουμαιαν	Ἰδουμαία	I)doumai/a				*IDOUMAI/AN	*IDOUMAI/A
1	9	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	9	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
1	9	VSI	API3P	903809	ἐμνήσθησαν	ἐμνησθησαν	εμνησθησαν	μνάομαι	mna/omai				E)MNH/SQHSAN	MIMNH/SKW
1	9	N1	GSF	13634	διαθήκης	διαθηκης	διαθηκης	διαθήκη	diaqh/kh				DIAQH/KHS	DIAQH/KH
1	9	N2	GPM	10050	ἀδελφῶν	ἀδελφων	αδελφων	ἀδελφός	a)delfo/j			·	A)DELFW=N	A)DELFO/S
1	10	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	10	VF2	FAI1S	600193	ἐξαποστελῶ	ἐξαποστελω	εξαποστελω	ἐξαποστέλλω	e)caposte/llw				E)CAPOSTELW=	STE/LLW          E)K   A)PO
1	10	N3	ASN	17666	πῦρ	πυρ	πυρ	πῦρ	pu=r				PU=R	PU=R
1	10	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
1	10	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
1	10	N3E	APN	18178	τείχη	τειχη	τειχη	τεῖχος	tei=xoj				TEI/XH	TEI=XOS
1	10	N2	GSF	13634	Τύρου	τυρου	τυρου	Τύρος	Tu/roj			,	*TU/ROU	*TU/ROS
1	10	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	10	VF	FMI3S	637057	καταφάγεται	καταφαγεται	καταφαγεται	κατεσθίω	katesqi/w				KATAFA/GETAI	E)SQI/W          KATA
1	10	N2N	APN	18178	θεμέλια	θεμελια	θεμελια	θεμέλιος	qeme/lioj				QEME/LIA	QEME/LION
1	10	RD	GSF	11	αὐτῆς	αὐτης	αυτης	αὐτός	au)to/j			.	AU)TH=S	AU)TO/S
1	11	RD	APN	11	Τάδε	ταδε	ταδε	ὅδε	o(/de				TA/DE	O(/DE
1	11	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
1	11	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
1	11	P		8	Ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
1	11	RA	DPF	10	ταῖς	ταις	ταις	ὁ	o(				TAI=S	O(
1	11	A3	DPF	14211	τρισὶν	τρισιν	τρισιν	τρεῖς	trei=j				TRISI\N	TREI=S
1	11	N1A	DPF	14210	ἀσεβείαις	ἀσεβειαις	ασεβειαις	ἀσέβεια	a)se/beia				A)SEBEI/AIS	A)SE/BEIA
1	11	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
1	11	N1A	GSF	13634	Ιδουμαίας	ιδουμαιας	ιδουμαιας	Ἰδουμαία	I)doumai/a				*IDOUMAI/AS	*IDOUMAI/A
1	11	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	11	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
1	11	RA	DPF	10	ταῖς	ταις	ταις	ὁ	o(				TAI=S	O(
1	11	A3	DPF	14211	τέσσαρσιν	τεσσαρσιν	τεσσαρσιν	τέσσαρες	te/ssarej				TE/SSARSIN	TE/SSARES
1	11	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
1	11	VD	FPI1S	608385	ἀποστραφήσομαι	ἀποστραφησομαι	αποστραφησομαι	ἀποστρέφω	a)postre/fw				A)POSTRAFH/SOMAI	STRE/FW          A)PO
1	11	RD	APM	11	αὐτούς	αὐτους	αυτους	αὐτός	au)to/j			,	AU)TOU/S	AU)TO/S
1	11	P		8	ἕνεκα	ἑνεκα	ενεκα	ἕνεκα	e(/neka				E(/NEKA	E(/NEKA
1	11	RA	GSN	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	11	VA	AAN	306049	διῶξαι	διωξαι	διωξαι	διώκω	diw/kw				DIW=CAI	DIW/KW
1	11	RD	APM	11	αὐτοὺς	αὐτους	αυτους	αὐτός	au)to/j				AU)TOU\S	AU)TO/S
1	11	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	11	N1A	DSF	13698	ῥομφαίᾳ	ῥομφαια	ρομφαια	ῥομφαία	r(omfai/a				R(OMFAI/A|	R(OMFAI/A
