1	1	N2	NSM	9346	Λόγος	λογος	λογος	λόγος	lo/goj				LO/GOS	LO/GOS
1	1	N	GSM	9538	Ιουδα	ιουδα	ιουδα	Ἰουδά	I)ouda/				*IOUDA	*IOUDA
1	1	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	1	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	1	N1A	DPF	14210	ἡμέραις	ἡμεραις	ημεραις	ἡμέρα	h(me/ra				H(ME/RAIS	H(ME/RA
1	1	N	GSM	9538	Ιεροβοαμ	ιεροβοαμ	ιεροβοαμ	Ιεροβοαμ	Ieroboam				*IEROBOAM	*IEROBOAM
1	1	N2	GSM	9538	υἱοῦ	υἱου	υιου	υἱός	ui(o/j				UI(OU=	UI(O/S
1	1	N	GSM	9538	Ιωας	ιωας	ιωας	Ιωας	Iwaj				*IWAS	*IWAS
1	1	N3V	GSM	9538	βασιλέως	βασιλεως	βασιλεως	βασιλεύς	basileu/j				BASILE/WS	BASILEU/S
1	1	N	GSM	9538	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	I)srah/l			.	*ISRAHL	*I)SRAH/L
1	2	N1	NSF	13442	Ἀρχὴ	ἀρχη	αρχη	ἀρχή	a)rxh/				A)RXH\	A)RXH/
1	2	N2	GSM	9538	λόγου	λογου	λογου	λόγος	lo/goj				LO/GOU	LO/GOS
1	2	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος	ku/rioj				KURI/OU	KU/RIOS
1	2	P		8	πρὸς	προς	προς	πρός	pro/j				PRO\S	PRO/S
1	2	N	ASM	9474	Ωσηε	ωσηε	ωσηε	Ὡσηέ	W(she/			·	*WSHE	*WSHE
1	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	2	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω	e)/pw				EI)=PEN	EI)=PON
1	2	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
1	2	P		8	πρὸς	προς	προς	πρός	pro/j				PRO\S	PRO/S
1	2	N	ASM	9474	Ωσηε	ωσηε	ωσηε	Ὡσηέ	W(she/				*WSHE	*WSHE
1	2	V1	PAD2S	632001	Βάδιζε	βαδιζε	βαδιζε	βαδίζω	badi/zw				BA/DIZE	BADI/ZW
1	2	VB	AAD2S	633537	λαβὲ	λαβε	λαβε	λαμβάνω	lamba/nw				LABE\	LAMBA/NW
1	2	RD	DSM	11	σεαυτῷ	σεαυτω	σεαυτω	σεαυτοῦ	seautou=				SEAUTW=|	SEAUTOU=
1	2	N3K	ASF	13570	γυναῖκα	γυναικα	γυναικα	γυνή	gunh/				GUNAI=KA	GUNH/
1	2	N1A	GSF	13634	πορνείας	πορνειας	πορνειας	πορνεία	pornei/a				PORNEI/AS	PORNEI/A
1	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	2	N2N	APN	18178	τέκνα	τεκνα	τεκνα	τέκνον	te/knon				TE/KNA	TE/KNON
1	2	N1A	GSF	13634	πορνείας	πορνειας	πορνειας	πορνεία	pornei/a			,	PORNEI/AS	PORNEI/A
1	2	C		4	διότι	διοτι	διοτι	διότι	dio/ti				DIO/TI	DIO/TI
1	2	V1	PAPNSF	6890945	ἐκπορνεύουσα	ἐκπορνευουσα	εκπορνευουσα	ἐκπορνεύω	e)kporneu/w				E)KPORNEU/OUSA	PORNEU/W         E)K
1	2	VF	FAI3S	632961	ἐκπορνεύσει	ἐκπορνευσει	εκπορνευσει	ἐκπορνεύω	e)kporneu/w				E)KPORNEU/SEI	PORNEU/W         E)K
1	2	RA	NSF	10	ἡ	ἡ	η	ὁ	o(				H(	O(
1	2	N1	NSF	13442	γῆ	γη	γη	γῆ	gh=				GH=	GH=
1	2	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po/				A)PO\	A)PO/
1	2	D		9	ὄπισθεν	ὀπισθεν	οπισθεν	ὄπισθεν	o)/pisqen				O)/PISQEN	O)/PISQEN
1	2	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	2	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος	ku/rioj			.	KURI/OU	KU/RIOS
1	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	3	VCI	API3S	641665	ἐπορεύθη	ἐπορευθη	επορευθη	πορεύομαι	poreu/omai				E)POREU/QH	POREU/OMAI
1	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	3	VBI	AAI3S	633473	ἔλαβεν	ἐλαβεν	ελαβεν	λαμβάνω	lamba/nw				E)/LABEN	LAMBA/NW
1	3	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
1	3	N	ASF	13570	Γομερ	γομερ	γομερ	Γομερ	Gomer				*GOMER	*GOMER
1	3	N3	ASF	13570	θυγατέρα	θυγατερα	θυγατερα	θυγάτηρ	quga/thr				QUGATE/RA	QUGA/THR
1	3	N	GSM	9538	Δεβηλαιμ	δεβηλαιμ	δεβηλαιμ	Δεβηλαιμ	Debhlaim			,	*DEBHLAIM	*DEBHLAIM
1	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	3	VBI	AAI3S	633473	συνέλαβεν	συνελαβεν	συνελαβεν	συλλαμβάνω	sullamba/nw				SUNE/LABEN	LAMBA/NW         SUN
1	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	3	VBI	AAI3S	633473	ἔτεκεν	ἐτεκεν	ετεκεν	τίκτω	ti/ktw				E)/TEKEN	TI/KTW
1	3	RD	DSM	11	αὐτῷ	αὐτω	αυτω	αὐτός	au)to/j				AU)TW=|	AU)TO/S
1	3	N2	ASM	9474	υἱόν	υἱον	υιον	υἱός	ui(o/j			.	UI(O/N	UI(O/S
1	4	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	4	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω	e)/pw				EI)=PEN	EI)=PON
1	4	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
1	4	P		8	πρὸς	προς	προς	πρός	pro/j				PRO\S	PRO/S
1	4	RD	ASM	11	αὐτόν	αὐτον	αυτον	αὐτός	au)to/j				AU)TO/N	AU)TO/S
1	4	VA	AAD2S	633537	Κάλεσον	καλεσον	καλεσον	καλέω	kale/w				KA/LESON	KALE/W
1	4	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
1	4	N3M	ASN	17666	ὄνομα	ὀνομα	ονομα	ὄνομα	o)/noma				O)/NOMA	O)/NOMA
1	4	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j				AU)TOU=	AU)TO/S
1	4	N	NSM	9346	Ιεζραελ	ιεζραελ	ιεζραελ	Ιεζραελ	Iezrael			,	*IEZRAEL	*IEZRAEL
1	4	C		4	διότι	διοτι	διοτι	διότι	dio/ti				DIO/TI	DIO/TI
1	4	D		9	ἔτι	ἐτι	ετι	ἔτι	e)/ti				E)/TI	E)/TI
1	4	A1A	ASM	9475	μικρὸν	μικρον	μικρον	μικρός	mikro/j				MIKRO\N	MIKRO/S
1	4	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	4	VF	FAI1S	600193	ἐκδικήσω	ἐκδικησω	εκδικησω	ἐκδικέω	e)kdike/w				E)KDIKH/SW	DIKE/W           E)K
1	4	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
1	4	N3M	ASN	17666	αἷμα	αἱμα	αιμα	αἷμα	ai(=ma				AI(=MA	AI(=MA
1	4	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	4	N	GSM	9538	Ιεζραελ	ιεζραελ	ιεζραελ	Ιεζραελ	Iezrael				*IEZRAEL	*IEZRAEL
1	4	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
1	4	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
1	4	N2	ASM	9474	οἶκον	οἰκον	οικον	οἶκος	oi)=koj				OI)=KON	OI)=KOS
1	4	N	GSM	9538	Ιου	ιου	ιου	Ιηου	Ihou				*IOU	*IHOU
1	4	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	4	VF	FAI1S	600193	καταπαύσω	καταπαυσω	καταπαυσω	καταπαύω	katapau/w				KATAPAU/SW	PAU/W            KATA
1	4	N1A	ASF	13570	βασιλείαν	βασιλειαν	βασιλειαν	βασιλεία	basilei/a				BASILEI/AN	BASILEI/A
1	4	N2	GSM	9538	οἴκου	οἰκου	οικου	οἶκος	oi)=koj				OI)/KOU	OI)=KOS
1	4	N	GSM	9538	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	I)srah/l			·	*ISRAHL	*I)SRAH/L
1	5	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	5	V9	FMI3S	637057	ἔσται	ἐσται	εσται	εἰμί	ei)mi/				E)/STAI	EI)MI/
1	5	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	5	RA	DSF	10	τῇ	τη	τη	ὁ	o(				TH=|	O(
1	5	N1A	DSF	13698	ἡμέρᾳ	ἡμερα	ημερα	ἡμέρα	h(me/ra				H(ME/RA|	H(ME/RA
1	5	RD	DSF	11	ἐκείνῃ	ἐκεινη	εκεινη	ἐκεῖνος	e)kei=noj				E)KEI/NH|	E)KEI=NOS
1	5	VF	FAI1S	600193	συντρίψω	συντριψω	συντριψω	συντρίβω	suntri/bw				SUNTRI/YW	TRI/BW           SUN
1	5	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
1	5	N2N	ASN	17666	τόξον	τοξον	τοξον	τόξον	to/con				TO/CON	TO/CON
1	5	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	5	N	GSM	9538	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	I)srah/l				*ISRAHL	*I)SRAH/L
1	5	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	5	RA	DSF	10	τῇ	τη	τη	ὁ	o(				TH=|	O(
1	5	N3D	DSF	13698	κοιλάδι	κοιλαδι	κοιλαδι	κοιλάς	koila/j				KOILA/DI	KOILA/S
1	5	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	5	N	GSM	9538	Ιεζραελ	ιεζραελ	ιεζραελ	Ιεζραελ	Iezrael			.	*IEZRAEL	*IEZRAEL
1	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	6	VBI	AAI3S	633473	συνέλαβεν	συνελαβεν	συνελαβεν	συλλαμβάνω	sullamba/nw				SUNE/LABEN	LAMBA/NW         SUN
1	6	D		9	ἔτι	ἐτι	ετι	ἔτι	e)/ti				E)/TI	E)/TI
1	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	6	VBI	AAI3S	633473	ἔτεκεν	ἐτεκεν	ετεκεν	τίκτω	ti/ktw				E)/TEKEN	TI/KTW
1	6	N3	ASF	13570	θυγατέρα	θυγατερα	θυγατερα	θυγάτηρ	quga/thr			.	QUGATE/RA	QUGA/THR
1	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	6	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω	e)/pw				EI)=PEN	EI)=PON
1	6	RD	DSM	11	αὐτῷ	αὐτω	αυτω	αὐτός	au)to/j				AU)TW=|	AU)TO/S
1	6	VA	AAD2S	633537	Κάλεσον	καλεσον	καλεσον	καλέω	kale/w				KA/LESON	KALE/W
1	6	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
1	6	N3M	ASN	17666	ὄνομα	ὀνομα	ονομα	ὄνομα	o)/noma				O)/NOMA	O)/NOMA
1	6	RD	GSF	11	αὐτῆς	αὐτης	αυτης	αὐτός	au)to/j				AU)TH=S	AU)TO/S
1	6	N	NSF	13442	Οὐκ-ἠλεημένη	οὐκ-ἠλεημενη	ουκ-ηλεημενη	οὐκ-ἠλεημένη	ou)k_h)lehme/nh			,	*OU)K-H)LEHME/NH	OU)+E)LEE/W
1	6	C		4	διότι	διοτι	διοτι	διότι	dio/ti				DIO/TI	DIO/TI
1	6	D		9	οὐ	οὐ	ου	οὐ	ou)				OU)	OU)
1	6	D		9	μὴ	μη	μη	μή	mh/				MH\	MH/
1	6	VF	FAI1S	600193	προσθήσω	προσθησω	προσθησω	προστίθημι	prosti/qhmi				PROSQH/SW	TI/QHMI          PROS
1	6	D		9	ἔτι	ἐτι	ετι	ἔτι	e)/ti				E)/TI	E)/TI
1	6	VA	AAN	306049	ἐλεῆσαι	ἐλεησαι	ελεησαι	ἐλεέω	e)lee/w				E)LEH=SAI	E)LEE/W
1	6	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
1	6	N2	ASM	9474	οἶκον	οἰκον	οικον	οἶκος	oi)=koj				OI)=KON	OI)=KOS
1	6	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	6	N	GSM	9538	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	I)srah/l			,	*ISRAHL	*I)SRAH/L
1	6	C		4	ἀλλ	ἀλλ	αλλ	ἀλλά	a)lla/				A)LL'	A)LLA/
1	6	C		4	ἢ	ἠ	η	ἤ	h)/				H)\	H)/
1	6	V1	PMPNSM	4797889	ἀντιτασσόμενος	ἀντιτασσομενος	αντιτασσομενος	ἀντιτάσσω	a)ntita/ssw				A)NTITASSO/MENOS	TA/SSW           A)NTI
1	6	VF	FMI1S	604289	ἀντιτάξομαι	ἀντιταξομαι	αντιταξομαι	ἀντιτάσσω	a)ntita/ssw				A)NTITA/COMAI	TA/SSW           A)NTI
1	6	RD	DPM	11	αὐτοῖς	αὐτοις	αυτοις	αὐτός	au)to/j			.	AU)TOI=S	AU)TO/S
1	7	RA	APM	10	τοὺς	τους	τους	ὁ	o(				TOU\S	O(
1	7	X		5	δὲ	δε	δε	δέ	de/				DE\	DE/
1	7	N2	APM	9986	υἱοὺς	υἱους	υιους	υἱός	ui(o/j				UI(OU\S	UI(O/S
1	7	N	GSM	9538	Ιουδα	ιουδα	ιουδα	Ἰουδά	I)ouda/				*IOUDA	*IOUDA
1	7	VF	FAI1S	600193	ἐλεήσω	ἐλεησω	ελεησω	ἐλεέω	e)lee/w				E)LEH/SW	E)LEE/W
1	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	7	VF	FAI1S	600193	σώσω	σωσω	σωσω	σώζω	sw/zw				SW/SW	SW/ZW
1	7	RD	APM	11	αὐτοὺς	αὐτους	αυτους	αὐτός	au)to/j				AU)TOU\S	AU)TO/S
1	7	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	7	N2	DSM	9602	κυρίῳ	κυριω	κυριω	κύριος	ku/rioj				KURI/W|	KU/RIOS
1	7	N2	DSM	9602	θεῷ	θεω	θεω	θεός	qeo/j				QEW=|	QEO/S
1	7	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)to/j				AU)TW=N	AU)TO/S
1	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	7	D		9	οὐ	οὐ	ου	οὐ	ou)				OU)	OU)
1	7	VF	FAI1S	600193	σώσω	σωσω	σωσω	σώζω	sw/zw				SW/SW	SW/ZW
1	7	RD	APM	11	αὐτοὺς	αὐτους	αυτους	αὐτός	au)to/j				AU)TOU\S	AU)TO/S
1	7	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	7	N2N	DSN	17794	τόξῳ	τοξω	τοξω	τόξον	to/con				TO/CW|	TO/CON
1	7	C		4	οὐδὲ	οὐδε	ουδε	οὐδέ	ou)de/				OU)DE\	OU)DE/
1	7	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	7	N1A	DSF	13698	ῥομφαίᾳ	ῥομφαια	ρομφαια	ῥομφαία	r(omfai/a				R(OMFAI/A|	R(OMFAI/A
1	7	C		4	οὐδὲ	οὐδε	ουδε	οὐδέ	ou)de/				OU)DE\	OU)DE/
1	7	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	7	N2	DSM	9602	πολέμῳ	πολεμω	πολεμω	πόλεμος	po/lemoj				POLE/MW|	PO/LEMOS
1	7	C		4	οὐδὲ	οὐδε	ουδε	οὐδέ	ou)de/				OU)DE\	OU)DE/
1	7	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	7	N3M	DPN	18306	ἅρμασιν	ἁρμασιν	αρμασιν	ἅρμα	a(/rma				A(/RMASIN	A(/RMA
1	7	C		4	οὐδὲ	οὐδε	ουδε	οὐδέ	ou)de/				OU)DE\	OU)DE/
1	7	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	7	N2	DPM	10114	ἵπποις	ἱπποις	ιπποις	ἵππος	i(/ppoj				I(/PPOIS	I(/PPOS
1	7	C		4	οὐδὲ	οὐδε	ουδε	οὐδέ	ou)de/				OU)DE\	OU)DE/
1	7	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	7	N3V	DPM	10114	ἱππεῦσιν	ἱππευσιν	ιππευσιν	ἱππεύς	i(ppeu/j			.	I(PPEU=SIN	I(PPEU/S
1	8	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	8	VAI	AAI3S	633473	ἀπεγαλάκτισεν	ἀπεγαλακτισεν	απεγαλακτισεν	ἀπογαλακτίζω	a)pogalakti/zw				A)PEGALA/KTISEN	GALAKTI/ZW       A)PO
1	8	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
1	8	N	ASF	13570	Οὐκ-ἠλεημένην	οὐκ-ἠλεημενην	ουκ-ηλεημενην	οὐκ-ἠλεημένη	ou)k_h)lehme/nh				*OU)K-H)LEHME/NHN	OU)+E)LEE/W
1	8	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	8	VBI	AAI3S	633473	συνέλαβεν	συνελαβεν	συνελαβεν	συλλαμβάνω	sullamba/nw				SUNE/LABEN	LAMBA/NW         SUN
1	8	D		9	ἔτι	ἐτι	ετι	ἔτι	e)/ti				E)/TI	E)/TI
1	8	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	8	VBI	AAI3S	633473	ἔτεκεν	ἐτεκεν	ετεκεν	τίκτω	ti/ktw				E)/TEKEN	TI/KTW
1	8	N2	ASM	9474	υἱόν	υἱον	υιον	υἱός	ui(o/j			.	UI(O/N	UI(O/S
1	9	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	9	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω	e)/pw				EI)=PEN	EI)=PON
1	9	VA	AAD2S	633537	Κάλεσον	καλεσον	καλεσον	καλέω	kale/w				KA/LESON	KALE/W
1	9	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
1	9	N3M	ASN	17666	ὄνομα	ὀνομα	ονομα	ὄνομα	o)/noma				O)/NOMA	O)/NOMA
1	9	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j				AU)TOU=	AU)TO/S
1	9	N	NSM	9346	Οὐ-λαός-μου	οὐ-λαος-μου	ου-λαος-μου	οὐ	ou)			,	*OU)-LAO/S-MOU	OU)+LAO/S+E)GW/
1	9	C		4	διότι	διοτι	διοτι	λαός	lao/j				DIO/TI	DIO/TI
1	9	RP	NP	13	ὑμεῖς	ὑμεις	υμεις	ἐγώ	e)gw/				U(MEI=S	SU/
1	9	D		9	οὐ	οὐ	ου	διότι	dio/ti				OU)	OU)
1	9	N2	NSM	9346	λαός	λαος	λαος	ὑμεῖς	u(mei=j				LAO/S	LAO/S
1	9	RP	GS	13	μου	μου	μου	οὐ-λαός-μου	ou)_lao/j_mou			,	MOU	E)GW/
1	9	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	9	RP	NS	13	ἐγὼ	ἐγω	εγω	ἐγώ	e)gw/				E)GW\	E)GW/
1	9	D		9	οὔκ	οὐκ	ουκ	οὐ	ou)				OU)/K	OU)
1	9	V9	PAI1S	599169	εἰμι	εἰμι	ειμι	εἰμί	ei)mi/				EI)MI	EI)MI/
1	9	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n			.	U(MW=N	SU/
2	1	C		4	Καὶ	και	και	καί	kai/				KAI\	KAI/
2	1	V9	IAI3S	632449	ἦν	ἠν	ην	εἰμί	ei)mi/				H)=N	EI)MI/
2	1	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
2	1	N2	NSM	9346	ἀριθμὸς	ἀριθμος	αριθμος	ἀριθμός	a)riqmo/j				A)RIQMO\S	A)RIQMO/S
2	1	RA	GPM	10	τῶν	των	των	ὁ	o(				TW=N	O(
2	1	N2	GPM	10050	υἱῶν	υἱων	υιων	υἱός	ui(o/j				UI(W=N	UI(O/S
2	1	N	GSM	9538	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	I)srah/l				*ISRAHL	*I)SRAH/L
2	1	C		4	ὡς	ὡς	ως	ὥς	w(/j				W(S	W(S
2	1	RA	NSF	10	ἡ	ἡ	η	ὁ	o(				H(	O(
2	1	N2	NSF	13442	ἄμμος	ἀμμος	αμμος	ἄμμος	a)/mmoj				A)/MMOS	A)/MMOS
2	1	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
2	1	N1S	GSF	13634	θαλάσσης	θαλασσης	θαλασσης	θάλασσα	qa/lassa			,	QALA/SSHS	QA/LASSA
2	1	RR	NSF	14	ἣ	ἡ	η	ὅς	o(/j				H(\	O(/S
2	1	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
2	1	VC	FPI3S	641153	ἐκμετρηθήσεται	ἐκμετρηθησεται	εκμετρηθησεται	ἐκμετρέω	e)kmetre/w				E)KMETRHQH/SETAI	METRE/W          E)K
2	1	C		4	οὐδὲ	οὐδε	ουδε	οὐδέ	ou)de/				OU)DE\	OU)DE/
2	1	VC	FPI3S	641153	ἐξαριθμηθήσεται	ἐξαριθμηθησεται	εξαριθμηθησεται	ἐξαριθμέω	e)cariqme/w			·	E)CARIQMHQH/SETAI	A)RIQME/W        E)K
2	1	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	1	V9	FMI3S	637057	ἔσται	ἐσται	εσται	εἰμί	ei)mi/				E)/STAI	EI)MI/
2	1	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
2	1	RA	DSM	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
2	1	N2	DSM	9602	τόπῳ	τοπω	τοπω	τόπος	to/poj			,	TO/PW|	TO/POS
2	1	D		9	οὗ	οὑ	ου	οὗ	ou(=				OU(=	OU(=
2	1	VCI	API3S	641665	ἐρρέθη	ἐρρεθη	ερρεθη	ἐρέω	e)re/w				E)RRE/QH	EI)=PON
2	1	RD	DPM	11	αὐτοῖς	αὐτοις	αυτοις	αὐτός	au)to/j				AU)TOI=S	AU)TO/S
2	1	D		9	Οὐ	οὐ	ου	οὐ	ou)				OU)	OU)
2	1	N2	NSM	9346	λαός	λαος	λαος	λαός	lao/j				LAO/S	LAO/S
2	1	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
2	1	RP	NP	13	ὑμεῖς	ὑμεις	υμεις	ὑμεῖς	u(mei=j			,	U(MEI=S	SU/
2	1	D		9	ἐκεῖ	ἐκει	εκει	ἐκεῖ	e)kei=				E)KEI=	E)KEI=
2	1	VC	FPI3P	903297	κληθήσονται	κληθησονται	κληθησονται	καλέω	kale/w				KLHQH/SONTAI	KALE/W
2	1	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(o/j				UI(OI\	UI(O/S
2	1	N2	GSM	9538	θεοῦ	θεου	θεου	θεός	qeo/j				QEOU=	QEO/S
2	1	V3	PAPGSM	4892097	ζῶντος	ζωντος	ζωντος	ζάω	za/w			.	ZW=NTOS	ZA/W
2	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	2	VQ	FPI3P	903297	συναχθήσονται	συναχθησονται	συναχθησονται	συνάγω	suna/gw				SUNAXQH/SONTAI	A)/GW            SUN
2	2	RA	NPM	10	οἱ	οἱ	οι	ὁ	o(				OI(	O(
2	2	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(o/j				UI(OI\	UI(O/S
2	2	N	GSM	9538	Ιουδα	ιουδα	ιουδα	Ἰουδά	I)ouda/				*IOUDA	*IOUDA
2	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	2	RA	NPM	10	οἱ	οἱ	οι	ὁ	o(				OI(	O(
2	2	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(o/j				UI(OI\	UI(O/S
2	2	N	GSM	9538	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	I)srah/l				*ISRAHL	*I)SRAH/L
2	2	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
2	2	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
2	2	RD	ASN	11	αὐτὸ	αὐτο	αυτο	αὐτός	au)to/j				AU)TO\	AU)TO/S
2	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	2	VF	FMI3P	899201	θήσονται	θησονται	θησονται	τίθημι	ti/qhmi				QH/SONTAI	TI/QHMI
2	2	RD	DPM	11	ἑαυτοῖς	ἑαυτοις	εαυτοις	ἑαυτοῦ	e(autou=				E(AUTOI=S	E(AUTOU=
2	2	N1	ASF	13570	ἀρχὴν	ἀρχην	αρχην	ἀρχή	a)rxh/				A)RXH\N	A)RXH/
