1	1	N3M	NPN	18050	Ῥήματα	ῥηματα	ρηματα	ῥῆμα	r(h=ma				R(H/MATA	R(H=MA
1	5	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
1	5	N2	NSM	9346	ἥλιος	ἡλιος	ηλιος	ἥλιος	h(/lioj				H(/LIOS	H(/LIOS
1	5	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	5	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
1	5	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
1	5	N2	ASM	9474	τόπον	τοπον	τοπον	τόπος	to/poj				TO/PON	TO/POS
1	5	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j				AU)TOU=	AU)TO/S
1	5	V1	PAI3S	631937	ἕλκει	ἑλκει	ελκει	ἑλκύω	e(lku/w			·	E(/LKEI	E(/LKW
1	6	V1	PAPNSM	4793793	ἀνατέλλων	ἀνατελλων	ανατελλων	ἀνατέλλω	a)nate/llw				A)NATE/LLWN	TE/LLW           A)NA
1	6	RD	NSM	11	αὐτὸς	αὐτος	αυτος	αὐτός	au)to/j				AU)TO\S	AU)TO/S
1	6	D		9	ἐκεῖ	ἐκει	εκει	ἐκεῖ	e)kei=				E)KEI=	E)KEI=
1	6	V1	PMI3S	636033	πορεύεται	πορευεται	πορευεται	πορεύομαι	poreu/omai				POREU/ETAI	POREU/OMAI
1	6	P		8	πρὸς	προς	προς	πρός	pro/j				PRO\S	PRO/S
1	6	N2	ASM	9474	νότον	νοτον	νοτον	νότος	no/toj				NO/TON	NO/TOS
1	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	6	V4	PAI3S	631937	κυκλοῖ	κυκλοι	κυκλοι	κυκλόω	kuklo/w				KUKLOI=	KUKLO/W
1	6	P		8	πρὸς	προς	προς	πρός	pro/j				PRO\S	PRO/S
1	6	N1T	ASM	9474	βορρᾶν	βορραν	βορραν	βορρᾶς	borra=j			·	BORRA=N	BORE/AS
1	6	V4	PAI3S	631937	κυκλοῖ	κυκλοι	κυκλοι	κυκλόω	kuklo/w				KUKLOI=	KUKLO/W
1	6	N2	GPM	10050	κυκλῶν	κυκλων	κυκλων	κύκλος	ku/kloj			,	KUKLW=N	KU/KLOS
1	6	V1	PMI3S	636033	πορεύεται	πορευεται	πορευεται	πορεύομαι	poreu/omai				POREU/ETAI	POREU/OMAI
1	6	RA	NSN	10	τὸ	το	το	ὁ	o(				TO\	O(
1	6	N3M	NSN	17538	πνεῦμα	πνευμα	πνευμα	πνεῦμα	pneu=ma			,	PNEU=MA	PNEU=MA
1	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	6	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
1	6	N2	APM	9986	κύκλους	κυκλους	κυκλους	κύκλος	ku/kloj				KU/KLOUS	KU/KLOS
1	6	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j				AU)TOU=	AU)TO/S
1	6	V1	PAI3S	631937	ἐπιστρέφει	ἐπιστρεφει	επιστρεφει	ἐπιστρέφω	e)pistre/fw				E)PISTRE/FEI	STRE/FW          E)PI
1	6	RA	NSN	10	τὸ	το	το	ὁ	o(				TO\	O(
1	6	N3M	NSN	17538	πνεῦμα	πνευμα	πνευμα	πνεῦμα	pneu=ma			.	PNEU=MA	PNEU=MA
1	7	A3	NPM	9859	πάντες	παντες	παντες	πᾶς	pa=j				PA/NTES	PA=S
1	7	RA	NPM	10	οἱ	οἱ	οι	ὁ	o(				OI(	O(
1	7	N2	NPM	9858	χείμαρροι	χειμαρροι	χειμαρροι	χειμάρρους	xeima/rrouj			,	XEI/MARROI	XEIMA/RROUS
1	7	V1	PMI3P	898177	πορεύονται	πορευονται	πορευονται	πορεύομαι	poreu/omai				POREU/ONTAI	POREU/OMAI
1	7	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
1	7	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
1	7	N1S	ASF	13570	θάλασσαν	θαλασσαν	θαλασσαν	θάλασσα	qa/lassa			,	QA/LASSAN	QA/LASSA
1	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	7	RA	NSF	10	ἡ	ἡ	η	ὁ	o(				H(	O(
1	7	N1S	NSF	13442	θάλασσα	θαλασσα	θαλασσα	θάλασσα	qa/lassa				QA/LASSA	QA/LASSA
1	7	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
1	7	VF	FMI3S	637057	ἔσται	ἐσται	εσται	εἰμί	ei)mi/				E)/STAI	EI)MI/
1	7	V6	PMPNSF	6895041	ἐμπιμπλαμένη	ἐμπιμπλαμενη	εμπιμπλαμενη	ἐμπίπλημι	e)mpi/plhmi			·	E)MPIMPLAME/NH	PI/MPLHMI        E)N
1	7	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
1	7	N2	ASM	9474	τόπον	τοπον	τοπον	τόπος	to/poj			,	TO/PON	TO/POS
1	7	RR	GSM	14	οὗ	οὑ	ου	ὅς	o(/j				OU(=	O(/S
1	7	RA	NPM	10	οἱ	οἱ	οι	ὁ	o(				OI(	O(
1	7	N2	NPM	9858	χείμαρροι	χειμαρροι	χειμαρροι	χειμάρρους	xeima/rrouj				XEI/MARROI	XEIMA/RROUS
1	7	V1	PMI3P	898177	πορεύονται	πορευονται	πορευονται	πορεύομαι	poreu/omai			,	POREU/ONTAI	POREU/OMAI
1	7	D		9	ἐκεῖ	ἐκει	εκει	ἐκεῖ	e)kei=				E)KEI=	E)KEI=
1	7	RD	NPM	11	αὐτοὶ	αὐτοι	αυτοι	αὐτός	au)to/j				AU)TOI\	AU)TO/S
1	7	V1	PAI3P	894081	ἐπιστρέφουσιν	ἐπιστρεφουσιν	επιστρεφουσιν	ἐπιστρέφω	e)pistre/fw				E)PISTRE/FOUSIN	STRE/FW          E)PI
1	7	RA	GSN	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	7	VC	APN	314241	πορευθῆναι	πορευθηναι	πορευθηναι	πορεύομαι	poreu/omai			.	POREUQH=NAI	POREU/OMAI
1	8	A3	NPM	9859	πάντες	παντες	παντες	πᾶς	pa=j				PA/NTES	PA=S
1	8	RA	NPM	10	οἱ	οἱ	οι	ὁ	o(				OI(	O(
1	8	N2	NPM	9858	λόγοι	λογοι	λογοι	λόγος	lo/goj				LO/GOI	LO/GOS
1	8	A1B	NPM	9859	ἔγκοποι	ἐγκοποι	εγκοποι	ἔγκοπος	e)/gkopoj			·	E)/GKOPOI	E)/GKOPOS
1	8	D		9	οὐ	οὐ	ου	οὐ	ou)				OU)	OU)
1	8	VF	FMI3S	637057	δυνήσεται	δυνησεται	δυνησεται	δύναμαι	du/namai				DUNH/SETAI	DU/NAMAI
1	8	N3	NSM	9346	ἀνὴρ	ἀνηρ	ανηρ	ἀνήρ	a)nh/r				A)NH\R	A)NH/R
1	8	RA	GSN	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	8	V2	PAN	304513	λαλεῖν	λαλειν	λαλειν	λαλέω	lale/w			,	LALEI=N	LALE/W
1	8	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	8	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
1	8	VS	FPI3S	641153	ἐμπλησθήσεται	ἐμπλησθησεται	εμπλησθησεται	ἐμπίπλημι	e)mpi/plhmi				E)MPLHSQH/SETAI	PI/MPLHMI        E)N
1	8	N2	NSM	9346	ὀφθαλμὸς	ὀφθαλμος	οφθαλμος	ὀφθαλμός	o)fqalmo/j				O)FQALMO\S	O)FQALMO/S
1	8	RA	GSN	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	8	V3	PAN	304513	ὁρᾶν	ὁραν	οραν	ὁράω	o(ra/w			,	O(RA=N	O(RA/W
1	8	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	8	D		9	οὐ	οὐ	ου	οὐ	ou)				OU)	OU)
1	8	VC	FPI3S	641153	πληρωθήσεται	πληρωθησεται	πληρωθησεται	πληρόω	plhro/w				PLHRWQH/SETAI	PLHRO/W
1	8	N3	NSN	17538	οὖς	οὐς	ους	οὖς	ou)=j				OU)=S	OU)=S
1	8	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po/				A)PO\	A)PO/
1	8	N3I	GSF	13634	ἀκροάσεως	ἀκροασεως	ακροασεως	ἀκρόασις	a)kro/asij			.	A)KROA/SEWS	A)KRO/ASIS
1	9	RI	NSN	12	τί	τι	τι	τίς	ti/j				TI/	TI/S
1	9	RA	NSN	10	τὸ	το	το	ὁ	o(				TO\	O(
1	9	VX	XAPNSN	8990145	γεγονός	γεγονος	γεγονος	γίνομαι	gi/nomai			,	GEGONO/S	GI/GNOMAI
1	9	RD	NSN	11	αὐτὸ	αὐτο	αυτο	αὐτός	au)to/j				AU)TO\	AU)TO/S
1	9	RA	NSN	10	τὸ	το	το	ὁ	o(				TO\	O(
1	9	VF	FMPNSN	8993217	γενησόμενον	γενησομενον	γενησομενον	γίνομαι	gi/nomai			·	GENHSO/MENON	GI/GNOMAI
1	9	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	9	RI	NSN	12	τί	τι	τι	τίς	ti/j				TI/	TI/S
1	9	RA	NSN	10	τὸ	το	το	ὁ	o(				TO\	O(
1	9	VM	XPPNSN	8998337	πεποιημένον	πεποιημενον	πεποιημενον	ποιέω	poie/w			,	PEPOIHME/NON	POIE/W
1	9	RD	NSN	11	αὐτὸ	αὐτο	αυτο	αὐτός	au)to/j				AU)TO\	AU)TO/S
1	9	RA	NSN	10	τὸ	το	το	ὁ	o(				TO\	O(
1	9	VC	FPPNSN	8997313	ποιηθησόμενον	ποιηθησομενον	ποιηθησομενον	ποιέω	poie/w			·	POIHQHSO/MENON	POIE/W
1	9	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	9	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
1	9	V9	PAI3S	631937	ἔστιν	ἐστιν	εστιν	εἰμί	ei)mi/				E)/STIN	EI)MI/
1	9	A3	NSN	17539	πᾶν	παν	παν	πᾶς	pa=j				PA=N	PA=S
1	9	A1B	NSN	17539	πρόσφατον	προσφατον	προσφατον	πρόσφατος	pro/sfatoj				PRO/SFATON	PRO/SFATOS
1	9	P		8	ὑπὸ	ὑπο	υπο	ὑπό	u(po/				U(PO\	U(PO/
1	9	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
1	9	N2	ASM	9474	ἥλιον	ἡλιον	ηλιον	ἥλιος	h(/lioj			.	H(/LION	H(/LIOS
1	10	RR	NSM	14	ὃς	ὁς	ος	ὅς	o(/j				O(\S	O(/S
1	10	VF	FAI3S	632961	λαλήσει	λαλησει	λαλησει	λαλέω	lale/w				LALH/SEI	LALE/W
1	10	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	10	VF2	FAI3S	632961	ἐρεῖ	ἐρει	ερει	ἐρέω	e)re/w				E)REI=	EI)=PON
1	10	VB	AAD2S	633537	Ἰδὲ	ἰδε	ιδε	ὁράω	o(ra/w				I)DE\	O(RA/W
1	10	RD	NSN	11	τοῦτο	τουτο	τουτο	οὗτος	ou(=toj				TOU=TO	OU(=TOS
1	10	A1	NSN	17539	καινόν	καινον	καινον	καινός	kaino/j				KAINO/N	KAINO/S
1	10	V9	PAI3S	631937	ἐστιν	ἐστιν	εστιν	εἰμί	ei)mi/			,	E)STIN	EI)MI/
1	10	D		9	ἤδη	ἠδη	ηδη	ἤδη	h)/dh				H)/DH	H)/DH
1	10	VX	XAI3S	633985	γέγονεν	γεγονεν	γεγονεν	γίνομαι	gi/nomai				GE/GONEN	GI/GNOMAI
1	10	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	10	RA	DPM	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
1	10	N3W	DPM	10114	αἰῶσιν	αἰωσιν	αιωσιν	αἰών	ai)w/n				AI)W=SIN	AI)W/N
1	10	RA	DPM	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
1	10	VB	AMPDPM	5192641	γενομένοις	γενομενοις	γενομενοις	γίνομαι	gi/nomai				GENOME/NOIS	GI/GNOMAI
1	10	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po/				A)PO\	A)PO/
1	10	P		8	ἔμπροσθεν	ἐμπροσθεν	εμπροσθεν	ἔμπροσθεν	e)/mprosqen				E)/MPROSQEN	E)/MPROSQEN
1	10	RP	GP	13	ἡμῶν	ἡμων	ημων	ἡμῶν	h(mw=n			.	H(MW=N	E)GW/
1	11	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
1	11	V9	PAI3S	631937	ἔστιν	ἐστιν	εστιν	εἰμί	ei)mi/				E)/STIN	EI)MI/
1	11	N1	NSF	13442	μνήμη	μνημη	μνημη	μνήμη	mnh/mh				MNH/MH	MNH/MH
1	11	RA	DPM	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
1	11	A1	DPMS	75651	πρώτοις	πρωτοις	πρωτοις	πρῶτος	prw=toj			,	PRW/TOIS	PRW=TOS
1	11	C		4	καί	και	και	καί	kai/				KAI/	KAI/
1	11	X		5	γε	γε	γε	γέ	ge/				GE	GE/
1	11	RA	DPM	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
1	11	A1	DPM	10115	ἐσχάτοις	ἐσχατοις	εσχατοις	ἔσχατος	e)/sxatoj				E)SXA/TOIS	E)/SXATOS
1	11	VB	AMPDPM	5192641	γενομένοις	γενομενοις	γενομενοις	γίνομαι	gi/nomai				GENOME/NOIS	GI/GNOMAI
1	11	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
1	11	VF	FMI3S	637057	ἔσται	ἐσται	εσται	εἰμί	ei)mi/				E)/STAI	EI)MI/
1	11	RD	DPM	11	αὐτοῖς	αὐτοις	αυτοις	αὐτός	au)to/j				AU)TOI=S	AU)TO/S
1	11	N1	NSF	13442	μνήμη	μνημη	μνημη	μνήμη	mnh/mh				MNH/MH	MNH/MH
1	11	P		8	μετὰ	μετα	μετα	μετά	meta/				META\	META/
1	11	RA	GPN	10	τῶν	των	των	ὁ	o(				TW=N	O(
1	11	VF	FMPGPN	9353665	γενησομένων	γενησομενων	γενησομενων	γίνομαι	gi/nomai				GENHSOME/NWN	GI/GNOMAI
1	11	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
1	11	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
1	11	A1	ASF	13571	ἐσχάτην	ἐσχατην	εσχατην	ἔσχατος	e)/sxatoj			.	E)SXA/THN	E)/SXATOS
1	12	RP	NS	13	Ἐγὼ	ἐγω	εγω	ἐγώ	e)gw/				E)GW\	E)GW/
1	12	N1M	NSM	9346	Ἐκκλησιαστὴς	ἐκκλησιαστης	εκκλησιαστης	Ἐκκλησιαστής	E)kklhsiasth/j				*E)KKLHSIASTH\S	*E)KKLHSIASTH/S
1	12	VBI	AMI1S	604801	ἐγενόμην	ἐγενομην	εγενομην	γίνομαι	gi/nomai				E)GENO/MHN	GI/GNOMAI
1	12	N3V	NSM	9346	βασιλεὺς	βασιλευς	βασιλευς	βασιλεύς	basileu/j				BASILEU\S	BASILEU/S
1	12	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
1	12	N	ASM	9474	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	I)srah/l				*ISRAHL	*I)SRAH/L
1	12	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	12	N	DSF	13698	Ιερουσαλημ	ιερουσαλημ	ιερουσαλημ	Ἱερουσαλήμ	I(erousalh/m			·	*IEROUSALHM	*I)EROUSALH/M
1	13	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	13	VAI	AAI1S	600705	ἔδωκα	ἐδωκα	εδωκα	δίδωμι	di/dwmi				E)/DWKA	DI/DWMI
1	13	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
1	13	N1A	ASF	13570	καρδίαν	καρδιαν	καρδιαν	καρδία	kardi/a				KARDI/AN	KARDI/A
1	13	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
1	13	RA	GSN	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	13	VA	AAN	306049	ἐκζητῆσαι	ἐκζητησαι	εκζητησαι	ἐκζητέω	e)kzhte/w				E)KZHTH=SAI	ZHTE/W           E)K
1	13	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	13	RA	GSN	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	13	VA	AMN	310145	κατασκέψασθαι	κατασκεψασθαι	κατασκεψασθαι	κατασκέπτομαι	kataske/ptomai				KATASKE/YASQAI	SKE/PTOMAI       KATA
1	13	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	13	RA	DSF	10	τῇ	τη	τη	ὁ	o(				TH=|	O(
1	13	N1A	DSF	13698	σοφίᾳ	σοφια	σοφια	σοφία	sofi/a				SOFI/A|	SOFI/A
1	13	P		8	περὶ	περι	περι	περί	peri/				PERI\	PERI/
1	13	A3	GPM	10051	πάντων	παντων	παντων	πᾶς	pa=j				PA/NTWN	PA=S
1	13	RA	GPM	10	τῶν	των	των	ὁ	o(				TW=N	O(
1	13	V1	PMPGPM	5158337	γινομένων	γινομενων	γινομενων	γίνομαι	gi/nomai				GINOME/NWN	GI/GNOMAI
1	13	P		8	ὑπὸ	ὑπο	υπο	ὑπό	u(po/				U(PO\	U(PO/
1	13	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
1	13	N2	ASM	9474	οὐρανόν	οὐρανον	ουρανον	οὐρανός	ou)rano/j			·	OU)RANO/N	OU)RANO/S
1	13	C		4	ὅτι	ὁτι	οτι	ὅτι	o(/ti				O(/TI	O(/TI
1	13	N2	ASM	9474	περισπασμὸν	περισπασμον	περισπασμον	περισπασμός	perispasmo/j				PERISPASMO\N	PERISPASMO/S
1	13	A1A	ASM	9475	πονηρὸν	πονηρον	πονηρον	πονηρός	ponhro/j				PONHRO\N	PONHRO/S
1	13	VAI	AAI3S	633473	ἔδωκεν	ἐδωκεν	εδωκεν	δίδωμι	di/dwmi				E)/DWKEN	DI/DWMI
1	13	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
1	13	N2	NSM	9346	θεὸς	θεος	θεος	θεός	qeo/j				QEO\S	QEO/S
1	13	RA	DPM	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
1	13	N2	DPM	10114	υἱοῖς	υἱοις	υιοις	υἱός	ui(o/j				UI(OI=S	UI(O/S
1	13	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	13	N2	GSM	9538	ἀνθρώπου	ἀνθρωπου	ανθρωπου	ἄνθρωπος	a)/nqrwpoj				A)NQRW/POU	A)/NQRWPOS
1	13	RA	GSN	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	13	V3	PMN	308609	περισπᾶσθαι	περισπασθαι	περισπασθαι	περισπάω	perispa/w				PERISPA=SQAI	SPA/W            PERI
1	13	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	13	RD	DSM	11	αὐτῷ	αὐτω	αυτω	αὐτός	au)to/j			.	AU)TW=|	AU)TO/S
1	14	VBI	AAI1S	600705	εἶδον	εἰδον	ειδον	ὁράω	o(ra/w				EI)=DON	O(RA/W
1	14	P		8	σὺν	συν	συν	σύν	su/n				SU\N	SU/N
1	14	A3	APN	18179	πάντα	παντα	παντα	πᾶς	pa=j				PA/NTA	PA=S
1	14	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
1	14	N3M	APN	18178	ποιήματα	ποιηματα	ποιηματα	ποίημα	poi/hma				POIH/MATA	POI/HMA
1	14	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
1	14	VM	XMPAPN	9321921	πεποιημένα	πεποιημενα	πεποιημενα	ποιέω	poie/w				PEPOIHME/NA	POIE/W
1	14	P		8	ὑπὸ	ὑπο	υπο	ὑπό	u(po/				U(PO\	U(PO/
1	14	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
1	14	N2	ASM	9474	ἥλιον	ἡλιον	ηλιον	ἥλιος	h(/lioj			,	H(/LION	H(/LIOS
1	14	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	14	I		6	ἰδοὺ	ἰδου	ιδου	ἰδού	i)dou/				I)DOU\	I)DOU/
1	14	RA	NPN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
1	14	A3	NPN	18051	πάντα	παντα	παντα	πᾶς	pa=j				PA/NTA	PA=S
1	14	N3T	NSF	13442	ματαιότης	ματαιοτης	ματαιοτης	ματαιότης	mataio/thj				MATAIO/THS	MATAIO/THS
1	14	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	14	N3I	NSF	13442	προαίρεσις	προαιρεσις	προαιρεσις	προαίρεσις	proai/resij				PROAI/RESIS	PROAI/RESIS
1	14	N3M	GSN	17730	πνεύματος	πνευματος	πνευματος	πνεῦμα	pneu=ma			.	PNEU/MATOS	PNEU=MA
1	15	VP	XMPASM	4865473	διεστραμμένον	διεστραμμενον	διεστραμμενον	διαστρέφω	diastre/fw				DIESTRAMME/NON	STRE/FW          DIA
1	15	D		9	οὐ	οὐ	ου	οὐ	ou)				OU)	OU)
1	15	VF	FMI3S	637057	δυνήσεται	δυνησεται	δυνησεται	δύναμαι	du/namai				DUNH/SETAI	DU/NAMAI
1	15	RA	GSN	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	15	VA	APN	314241	ἐπικοσμηθῆναι	ἐπικοσμηθηναι	επικοσμηθηναι	ἐπικοσμέω	e)pikosme/w			,	E)PIKOSMHQH=NAI	KOSME/W          E)PI
