1	1	RD	NPN	11	Ταῦτα	ταυτα	ταυτα	οὗτος	ou(=toj				TAU=TA	OU(=TOS
1	7	X		5	δὲ	δε	δε	δέ	de/				DE\	DE/
1	7	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(o/j				UI(OI\	UI(O/S
1	7	N	GSM	9538	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	I)srah/l				*ISRAHL	*I)SRAH/L
1	7	VCI	API3P	903809	ηὐξήθησαν	ηὐξηθησαν	ηυξηθησαν	αὐξάνω	au)ca/nw				HU)CH/QHSAN	AU)CA/NW
1	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	7	VCI	API3P	903809	ἐπληθύνθησαν	ἐπληθυνθησαν	επληθυνθησαν	πληθύνω	plhqu/nw				E)PLHQU/NQHSAN	PLHQU/NW
1	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	7	A1B	NPM	9859	χυδαῖοι	χυδαιοι	χυδαιοι	χυδαῖος	xudai=oj				XUDAI=OI	XUDAI=OS
1	7	VBI	AMI3P	899713	ἐγένοντο	ἐγενοντο	εγενοντο	γίνομαι	gi/nomai				E)GE/NONTO	GI/GNOMAI
1	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	7	V1	IAI3P	894593	κατίσχυον	κατισχυον	κατισχυον	κατισχύω	katisxu/w				KATI/SXUON	I)SXU/W          KATA
1	7	D		9	σφόδρα	σφοδρα	σφοδρα	σφόδρα	sfo/dra				SFO/DRA	SFO/DRA
1	7	D		9	σφόδρα	σφοδρα	σφοδρα	σφόδρα	sfo/dra			,	SFO/DRA	SFO/DRA
1	7	VAI	AAI3S	633473	ἐπλήθυνεν	ἐπληθυνεν	επληθυνεν	πληθύνω	plhqu/nw				E)PLH/QUNEN	PLHQU/NW
1	7	X		5	δὲ	δε	δε	δέ	de/				DE\	DE/
1	7	RA	NSF	10	ἡ	ἡ	η	ὁ	o(				H(	O(
1	7	N1	NSF	13442	γῆ	γη	γη	γῆ	gh=				GH=	GH=
1	7	RD	APM	11	αὐτούς	αὐτους	αυτους	αὐτός	au)to/j			.	AU)TOU/S	AU)TO/S
1	8	VHI	AAI3S	633473	Ἀνέστη	ἀνεστη	ανεστη	ἀνίστημι	a)ni/sthmi				A)NE/STH	I(/STHMI         A)NA
1	8	X		5	δὲ	δε	δε	δέ	de/				DE\	DE/
1	8	N3V	NSM	9346	βασιλεὺς	βασιλευς	βασιλευς	βασιλεύς	basileu/j				BASILEU\S	BASILEU/S
1	8	A1A	NSM	9347	ἕτερος	ἑτερος	ετερος	ἕτερος	e(/teroj				E(/TEROS	E(/TEROS
1	8	P		8	ἐπ	ἐπ	επ	ἐπί	e)pi/				E)P'	E)PI/
1	8	N2	ASF	13570	Αἴγυπτον	αἰγυπτον	αιγυπτον	Αἴγυπτος	Ai)/guptoj			,	*AI)/GUPTON	*AI)/GUPTOS
1	8	RR	NSM	14	ὃς	ὁς	ος	ὅς	o(/j				O(\S	O(/S
1	8	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
1	8	VXI	YAI3S	634497	ᾔδει	ἠδει	ηδει	οἶδα	oi)=da				H)/|DEI	OI)=DA
1	8	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
1	8	N	ASM	9474	Ιωσηφ	ιωσηφ	ιωσηφ	Ἰωσήφ	I)wsh/f			.	*IWSHF	*IWSHF
1	9	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω	e)/pw				EI)=PEN	EI)=PON
1	9	X		5	δὲ	δε	δε	δέ	de/				DE\	DE/
1	9	RA	DSN	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
1	9	N3E	DSN	17794	ἔθνει	ἐθνει	εθνει	ἔθνος	e)/qnoj				E)/QNEI	E)/QNOS
1	9	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j				AU)TOU=	AU)TO/S
1	9	I		6	Ἰδοὺ	ἰδου	ιδου	ἰδού	i)dou/				I)DOU\	I)DOU/
1	9	RA	NSN	10	τὸ	το	το	ὁ	o(				TO\	O(
1	9	N3E	NSN	17538	γένος	γενος	γενος	γένος	ge/noj				GE/NOS	GE/NOS
1	9	RA	GPM	10	τῶν	των	των	ὁ	o(				TW=N	O(
1	9	N2	GPM	10050	υἱῶν	υἱων	υιων	υἱός	ui(o/j				UI(W=N	UI(O/S
1	9	N	GSM	9538	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	I)srah/l				*ISRAHL	*I)SRAH/L
1	9	A1P	NSN	17539	μέγα	μεγα	μεγα	μέγας	me/gaj				ME/GA	ME/GAS
1	9	N3E	NSN	17538	πλῆθος	πληθος	πληθος	πλῆθος	plh=qoj				PLH=QOS	PLH=QOS
1	9	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	9	V1	PAI3S	631937	ἰσχύει	ἰσχυει	ισχυει	ἰσχύω	i)sxu/w				I)SXU/EI	I)SXU/W
1	9	P		8	ὑπὲρ	ὑπερ	υπερ	ὑπέρ	u(pe/r				U(PE\R	U(PE/R
1	9	RP	AP	13	ἡμᾶς	ἡμας	ημας	ἡμᾶς	h(ma=j			·	H(MA=S	E)GW/
1	10	D		9	δεῦτε	δευτε	δευτε	δεῦτε	deu=te				DEU=TE	DEU=TE
1	10	X		5	οὖν	οὐν	ουν	οὖν	ou)=n				OU)=N	OU)=N
1	10	VA	AAS1P	862977	κατασοφισώμεθα	κατασοφισωμεθα	κατασοφισωμεθα	κατασοφίζομαι	katasofi/zomai				KATASOFISW/MEQA	SOFI/ZW          KATA
1	10	RD	APM	11	αὐτούς	αὐτους	αυτους	αὐτός	au)to/j			,	AU)TOU/S	AU)TO/S
1	10	D		9	μήποτε	μηποτε	μηποτε	μήποτε	mh/pote				MH/POTE	MH/POTE
1	10	VC	APS3S	641793	πληθυνθῇ	πληθυνθη	πληθυνθη	πληθύνω	plhqu/nw				PLHQUNQH=|	PLHQU/NW
1	10	C		4	καί	και	και	καί	kai/			,	KAI/	KAI/
1	10	D		9	ἡνίκα	ἡνικα	ηνικα	ἡνίκα	h(ni/ka				H(NI/KA	H(NI/KA
1	10	X		5	ἂν	ἀν	αν	ἄν	a)/n				A)\N	A)/N
1	10	VZ	AAS3S	633601	συμβῇ	συμβη	συμβη	συμβαίνω	sumbai/nw				SUMBH=|	BAI/NW           SUN
1	10	RP	DP	13	ἡμῖν	ἡμιν	ημιν	ἡμῖν	h(mi=n				H(MI=N	E)GW/
1	10	N2	NSM	9346	πόλεμος	πολεμος	πολεμος	πόλεμος	po/lemoj			,	PO/LEMOS	PO/LEMOS
1	10	VC	FPI3P	903297	προστεθήσονται	προστεθησονται	προστεθησονται	προστίθημι	prosti/qhmi				PROSTEQH/SONTAI	TI/QHMI          PROS
1	10	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	10	RD	NPM	11	οὗτοι	οὑτοι	ουτοι	οὗτος	ou(=toj				OU(=TOI	OU(=TOS
1	10	P		8	πρὸς	προς	προς	πρός	pro/j				PRO\S	PRO/S
1	10	RA	APM	10	τοὺς	τους	τους	ὁ	o(				TOU\S	O(
1	10	A1A	APM	9987	ὑπεναντίους	ὑπεναντιους	υπεναντιους	ὑπεναντίος	u(penanti/oj				U(PENANTI/OUS	U(PENANTI/OS
1	10	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	10	VA	AAPNPM	5057473	ἐκπολεμήσαντες	ἐκπολεμησαντες	εκπολεμησαντες	ἐκπολεμέω	e)kpoleme/w				E)KPOLEMH/SANTES	POLEME/W         E)K
1	10	RP	AP	13	ἡμᾶς	ἡμας	ημας	ἡμᾶς	h(ma=j				H(MA=S	E)GW/
1	10	VF	FMI3P	899201	ἐξελεύσονται	ἐξελευσονται	εξελευσονται	ἐξέρχομαι	e)ce/rxomai				E)CELEU/SONTAI	E)/RXOMAI        E)K
1	10	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k				E)K	E)K
1	10	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
1	10	N1	GSF	13634	γῆς	γης	γης	γῆ	gh=			.	GH=S	GH=
1	11	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	11	VHI	AAI3S	633473	ἐπέστησεν	ἐπεστησεν	επεστησεν	ἐπίσταμαι	e)pi/stamai				E)PE/STHSEN	I(/STHMI         E)PI
1	11	RD	DPM	11	αὐτοῖς	αὐτοις	αυτοις	αὐτός	au)to/j				AU)TOI=S	AU)TO/S
1	11	N1M	APM	9986	ἐπιστάτας	ἐπιστατας	επιστατας	ἐπιστάτης	e)pista/thj				E)PISTA/TAS	E)PISTA/THS
1	11	RA	GPN	10	τῶν	των	των	ὁ	o(				TW=N	O(
1	11	N2N	GPN	18242	ἔργων	ἐργων	εργων	ἔργον	e)/rgon			,	E)/RGWN	E)/RGON
1	11	C		4	ἵνα	ἱνα	ινα	ἵνα	i(/na				I(/NA	I(/NA
1	11	VA	AAS3P	895745	κακώσωσιν	κακωσωσιν	κακωσωσιν	κακόω	kako/w				KAKW/SWSIN	KAKO/W
1	11	RD	APM	11	αὐτοὺς	αὐτους	αυτους	αὐτός	au)to/j				AU)TOU\S	AU)TO/S
1	11	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	11	RA	DPN	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
1	11	N2N	DPN	18306	ἔργοις	ἐργοις	εργοις	ἔργον	e)/rgon			·	E)/RGOIS	E)/RGON
1	11	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	11	VAI	AAI3P	895617	ᾠκοδόμησαν	ὠκοδομησαν	ωκοδομησαν	οἰκοδομέω	oi)kodome/w				W)|KODO/MHSAN	OI)KODOME/W
1	11	N3I	APF	14082	πόλεις	πολεις	πολεις	πόλις	po/lij				PO/LEIS	PO/LIS
1	11	A1A	APF	14083	ὀχυρὰς	ὀχυρας	οχυρας	ὀχυρός	o)xuro/j				O)XURA\S	O)XURO/S
1	11	RA	DSM	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
1	11	N	DSM	9602	Φαραω	φαραω	φαραω	Φαραώ	Faraw/			,	*FARAW	*FARAW/
1	11	RA	ASF	10	τήν	την	την	ὁ	o(				TH/N	O(
1	11	X		5	τε	τε	τε	τε	te				TE	TE
1	11	N	ASF	13570	Πιθωμ	πιθωμ	πιθωμ	Πιθωμ	Piqwm				*PIQWM	*PIQWM
1	11	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	11	N	ASF	13570	Ραμεσση	ραμεσση	ραμεσση	Ραμεσσή	Ramessh/				*RAMESSH	*RAMESSH
1	11	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	11	N	ASM	9474	Ων	ων	ων	Ων	Wn			,	*WN	*WN
1	11	RR	NSF	14	ἥ	ἡ	η	ὅς	o(/j				H(/	O(/S
1	11	V9	PAI3S	631937	ἐστιν	ἐστιν	εστιν	εἰμί	ei)mi/				E)STIN	EI)MI/
1	11	N2	GSM	9538	Ἡλίου	ἡλιου	ηλιου	ἥλιος	h(/lioj				*H(LI/OU	H(/LIOS
1	11	N3I	NSF	13442	πόλις	πολις	πολις	πόλις	po/lij			.	PO/LIS	PO/LIS
1	12	D		9	καθότι	καθοτι	καθοτι	καθότι	kaqo/ti				KAQO/TI	KAQO/TI
1	12	X		5	δὲ	δε	δε	δέ	de/				DE\	DE/
1	12	RD	APM	11	αὐτοὺς	αὐτους	αυτους	αὐτός	au)to/j				AU)TOU\S	AU)TO/S
1	12	V4I	IAI3P	894593	ἐταπείνουν	ἐταπεινουν	εταπεινουν	ταπεινόω	tapeino/w			,	E)TAPEI/NOUN	TAPEINO/W
1	12	A1	DSM	9603	τοσούτῳ	τοσουτω	τοσουτω	τοσοῦτος	tosou=toj				TOSOU/TW|	TOSOU=TOS
1	12	A3C	NPMC	42627	πλείους	πλειους	πλειους	πλείων	plei/wn				PLEI/OUS	POLU/S
1	12	V1I	IMI3P	898689	ἐγίνοντο	ἐγινοντο	εγινοντο	γίνομαι	gi/nomai				E)GI/NONTO	GI/GNOMAI
1	12	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	12	V1	IAI3P	894593	ἴσχυον	ἰσχυον	ισχυον	ἰσχύω	i)sxu/w				I)/SXUON	I)SXU/W
1	12	D		9	σφόδρα	σφοδρα	σφοδρα	σφόδρα	sfo/dra				SFO/DRA	SFO/DRA
1	12	D		9	σφόδρα	σφοδρα	σφοδρα	σφόδρα	sfo/dra			·	SFO/DRA	SFO/DRA
1	12	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	12	V1I	IMI3P	898689	ἐβδελύσσοντο	ἐβδελυσσοντο	εβδελυσσοντο	βδελύσσω	bdelu/ssw				E)BDELU/SSONTO	BDELU/SSW
1	12	RA	NPM	10	οἱ	οἱ	οι	ὁ	o(				OI(	O(
1	12	N2	NPM	9858	Αἰγύπτιοι	αἰγυπτιοι	αιγυπτιοι	Αἰγύπτιος	Ai)gu/ptioj				*AI)GU/PTIOI	*AI)GU/PTIOS
1	12	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po/				A)PO\	A)PO/
1	12	RA	GPM	10	τῶν	των	των	ὁ	o(				TW=N	O(
1	12	N2	GPM	10050	υἱῶν	υἱων	υιων	υἱός	ui(o/j				UI(W=N	UI(O/S
1	12	N	GSM	9538	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	I)srah/l			.	*ISRAHL	*I)SRAH/L
1	13	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	13	V1I	IAI3P	894593	κατεδυνάστευον	κατεδυναστευον	κατεδυναστευον	καταδυναστεύω	katadunasteu/w				KATEDUNA/STEUON	DUNASTEU/W       KATA
1	13	RA	NPM	10	οἱ	οἱ	οι	ὁ	o(				OI(	O(
1	13	N2	NPM	9858	Αἰγύπτιοι	αἰγυπτιοι	αιγυπτιοι	Αἰγύπτιος	Ai)gu/ptioj				*AI)GU/PTIOI	*AI)GU/PTIOS
1	13	RA	APM	10	τοὺς	τους	τους	ὁ	o(				TOU\S	O(
1	13	N2	APM	9986	υἱοὺς	υἱους	υιους	υἱός	ui(o/j				UI(OU\S	UI(O/S
1	13	N	GSM	9538	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	I)srah/l				*ISRAHL	*I)SRAH/L
1	13	N1A	DSF	13698	βίᾳ	βια	βια	βία	bi/a				BI/A|	BI/A
1	14	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	14	V1I	IAI3P	894593	κατωδύνων	κατωδυνων	κατωδυνων	κατοδυνάω	katoduna/w				KATWDU/NWN	O)DUNA/W         KATA
1	14	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)to/j				AU)TW=N	AU)TO/S
1	14	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
1	14	N1	ASF	13570	ζωὴν	ζωην	ζωην	ζωή	zwh/				ZWH\N	ZWH/
1	14	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	14	RA	DPN	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
1	14	N2N	DPN	18306	ἔργοις	ἐργοις	εργοις	ἔργον	e)/rgon				E)/RGOIS	E)/RGON
1	14	RA	DPN	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
1	14	A1A	DPN	18307	σκληροῖς	σκληροις	σκληροις	σκληρός	sklhro/j			,	SKLHROI=S	SKLHRO/S
1	14	RA	DSM	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
1	14	N2	DSM	9602	πηλῷ	πηλω	πηλω	πηλός	phlo/j				PHLW=|	PHLO/S
1	14	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	14	RA	DSF	10	τῇ	τη	τη	ὁ	o(				TH=|	O(
1	14	N1A	DSF	13698	πλινθείᾳ	πλινθεια	πλινθεια	πλινθεία	plinqei/a				PLINQEI/A|	PLINQEI/A
1	14	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	14	A3	DPN	18307	πᾶσι	πασι	πασι	πᾶς	pa=j				PA=SI	PA=S
1	14	RA	DPN	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
1	14	N2N	DPN	18306	ἔργοις	ἐργοις	εργοις	ἔργον	e)/rgon				E)/RGOIS	E)/RGON
1	14	RA	DPN	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
1	14	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
1	14	RA	DPN	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
1	14	N2N	DPN	18306	πεδίοις	πεδιοις	πεδιοις	πεδίον	pedi/on			,	PEDI/OIS	PEDI/ON
1	14	P		8	κατὰ	κατα	κατα	κατά	kata/				KATA\	KATA/
1	14	A3	APN	18179	πάντα	παντα	παντα	πᾶς	pa=j				PA/NTA	PA=S
1	14	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
1	14	N2N	APN	18178	ἔργα	ἐργα	εργα	ἔργον	e)/rgon			,	E)/RGA	E)/RGON
1	14	RR	GPN	14	ὧν	ὡν	ων	ὅς	o(/j				W(=N	O(/S
1	14	V4I	IMI3P	898689	κατεδουλοῦντο	κατεδουλουντο	κατεδουλουντο	καταδουλόω	katadoulo/w				KATEDOULOU=NTO	DOULO/W          KATA
1	14	RD	APM	11	αὐτοὺς	αὐτους	αυτους	αὐτός	au)to/j				AU)TOU\S	AU)TO/S
1	14	P		8	μετὰ	μετα	μετα	μετά	meta/				META\	META/
1	14	N1A	GSF	13634	βίας	βιας	βιας	βία	bi/a			.	BI/AS	BI/A
1	15	C		4	Καὶ	και	και	καί	kai/				KAI\	KAI/
1	15	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω	e)/pw				EI)=PEN	EI)=PON
1	15	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
1	15	N3V	NSM	9346	βασιλεὺς	βασιλευς	βασιλευς	βασιλεύς	basileu/j				BASILEU\S	BASILEU/S
1	15	RA	GPM	10	τῶν	των	των	ὁ	o(				TW=N	O(
1	15	N2	GPM	10050	Αἰγυπτίων	αἰγυπτιων	αιγυπτιων	Αἰγύπτιος	Ai)gu/ptioj				*AI)GUPTI/WN	*AI)GU/PTIOS
1	15	RA	DPF	10	ταῖς	ταις	ταις	ὁ	o(				TAI=S	O(
1	15	N1A	DPF	14210	μαίαις	μαιαις	μαιαις	μαῖα	mai=a				MAI/AIS	MAI=A
1	15	RA	GPM	10	τῶν	των	των	ὁ	o(				TW=N	O(
1	15	N2	GPM	10050	Εβραίων	εβραιων	εβραιων	Ἑβραῖος	E(brai=oj			,	*EBRAI/WN	*EBRAI=OS
1	15	RA	DSF	10	τῇ	τη	τη	ὁ	o(				TH=|	O(
1	15	A1A	DSF	13699	μιᾷ	μια	μια	εἷς	ei(=j				MIA=|	EI(=S
1	15	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)to/j			,	AU)TW=N	AU)TO/S
1	15	RR	DSF	14	ᾗ	ἡ	η	ὅς	o(/j				H(=|	O(/S
1	15	N3M	NSN	17538	ὄνομα	ὀνομα	ονομα	ὄνομα	o)/noma				O)/NOMA	O)/NOMA
1	15	N	NSF	13442	Σεπφωρα	σεπφωρα	σεπφωρα	Σεπφωρα	Sepfwra			,	*SEPFWRA	*SEPFWRA
1	15	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	15	RA	NSN	10	τὸ	το	το	ὁ	o(				TO\	O(
1	15	N3M	NSN	17538	ὄνομα	ὀνομα	ονομα	ὄνομα	o)/noma				O)/NOMA	O)/NOMA
1	15	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
1	15	A1A	GSF	13635	δευτέρας	δευτερας	δευτερας	δεύτερος	deu/teroj				DEUTE/RAS	DEU/TEROS
1	15	N	NSF	13442	Φουα	φουα	φουα	Φουα	Foua			,	*FOUA	*FOUA
1	16	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
1	16	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω	e)/pw				EI)=PEN	EI)=PON
1	16	D		9	Ὅταν	ὁταν	οταν	ὅταν	o(/tan				O(/TAN	O(/TAN
1	16	V4	PAI2P	894081	μαιοῦσθε	μαιουσθε	μαιουσθε	μαιόομαι	maio/omai				MAIOU=SQE	MAIO/OMAI
1	16	RA	APF	10	τὰς	τας	τας	ὁ	o(				TA\S	O(
1	16	N1A	APF	14082	Εβραίας	εβραιας	εβραιας	Εβραῖα	Ebrai=a				*EBRAI/AS	*EBRAI=A
1	16	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
